customer_message_id,conversation_id,author_id,created_dt,text,parent_id,brand_parent_text,brand_parent_time,reply_gap_minutes,char_len,has_url,has_brand_mention,is_acknowledgment_like,script_cjk,script_devanagari,script_cyrillic,script_arabic,script_thai,episode_flags,episode_status
1706,1708,116083,2017-10-31 22:33:08+00:00,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",1707,@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,2017-10-31 19:11:00+00:00,202.13333333333333,138,False,True,False,False,False,False,False,False,,KEEP
1712,1713,116085,2017-10-31 22:46:48+00:00,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂",1711,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,2017-10-31 22:41:00+00:00,5.8,141,False,True,False,False,False,False,False,False,,KEEP
1717,1718,116087,2017-10-31 22:40:54+00:00,"@AmazonHelp My package just got here. All good, thank you!",1716,@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,2017-10-31 22:39:27+00:00,1.45,58,False,True,False,False,False,False,False,False,,KEEP
1721,1733,116088,2017-10-31 22:37:35+00:00,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,1720,"@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",2017-10-31 22:36:00+00:00,1.5833333333333333,152,False,True,False,False,False,False,False,False,,KEEP
1724,1733,116088,2017-10-31 22:48:50+00:00,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,1723,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",2017-10-31 22:47:28+00:00,1.3666666666666667,151,False,True,False,False,False,False,False,False,,KEEP
1726,1733,116088,2017-10-31 23:05:46+00:00,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,1725,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,2017-10-31 23:04:01+00:00,1.75,151,True,True,False,False,False,False,False,False,,KEEP
1728,1733,116088,2017-10-31 23:32:11+00:00,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?,1727,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,2017-10-31 23:31:00+00:00,1.1833333333333333,82,False,True,False,False,False,False,False,False,,KEEP
1729,1733,116088,2017-10-31 23:54:43+00:00,@AmazonHelp So to get this straight. I get nothing at all for preordering?,1727,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,2017-10-31 23:31:00+00:00,23.716666666666665,74,False,True,False,False,False,False,False,False,,KEEP
1730,1733,116088,2017-11-01 01:41:28+00:00,@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.,1727,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,2017-10-31 23:31:00+00:00,130.46666666666667,68,False,True,False,False,False,False,False,False,,KEEP
1735,1736,116091,2017-10-31 22:41:11+00:00,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",1734,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,2017-10-31 22:35:00+00:00,6.183333333333334,110,False,True,False,False,False,False,False,False,,KEEP
1738,1736,116091,2017-10-31 22:47:44+00:00,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.,1737,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",2017-10-31 22:47:00+00:00,0.7333333333333333,87,False,True,False,False,False,False,False,False,,KEEP
1740,1741,116092,2017-11-04 00:53:12+00:00,@AmazonHelp I have. No luck.,1739,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",2017-10-31 22:34:00+00:00,4459.2,28,False,True,False,False,False,False,False,False,,KEEP
1744,1745,116093,2017-10-31 22:50:15+00:00,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,1743,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks! ^AJ",2017-10-31 22:32:29+00:00,17.766666666666666,131,False,True,False,False,False,False,False,False,,KEEP
1751,1753,116095,2017-10-31 22:45:50+00:00,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.,1750,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,2017-10-31 22:29:27+00:00,16.383333333333333,70,False,True,False,False,False,False,False,False,,KEEP
2533,2540,116312,2017-10-31 15:52:42+00:00,@AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。 お礼と報告まで。 https://t.co/hS5VmxuIfX,2534,@116312 こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM,2017-10-29 11:54:00+00:00,3118.7,163,True,True,False,True,False,False,False,False,non_latin_script_signal,FLAG
2535,2540,116312,2017-10-29 11:43:59+00:00,@AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！,2536,@116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM 改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ,2017-10-29 09:21:25+00:00,142.56666666666666,79,False,True,False,True,False,False,False,False,non_latin_script_signal,FLAG
2537,2540,116312,2017-10-29 09:14:12+00:00,@AmazonHelp ありがとうございます！ テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。,2538,@116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET,2017-10-29 08:55:53+00:00,18.316666666666666,77,False,True,False,True,False,False,False,False,non_latin_script_signal,FLAG
2543,2549,116314,2017-10-31 23:17:22+00:00,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",2542,@116314 How long has it been since you've e-mailed the seller? ^TR,2017-10-31 22:58:28+00:00,18.9,99,False,True,False,False,False,False,False,False,,KEEP
2544,2549,116314,2017-10-31 22:50:14+00:00,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,2546,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,2017-10-31 20:26:00+00:00,144.23333333333332,75,False,True,False,False,False,False,False,False,,KEEP
2547,2549,116314,2017-10-31 20:19:21+00:00,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,2548,@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,2017-10-31 19:38:28+00:00,40.88333333333333,104,False,True,False,False,False,False,False,False,,KEEP
2551,2553,116315,2017-10-31 22:47:18+00:00,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.",2552,"@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",2017-10-31 17:16:26+00:00,330.8666666666667,114,False,True,False,False,False,False,False,False,,KEEP
2555,2559,116317,2017-11-01 01:55:49+00:00,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,2554,"@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",2017-10-31 22:58:27+00:00,177.36666666666667,84,False,True,False,False,False,False,False,False,,KEEP
2556,2559,116317,2017-10-31 22:51:14+00:00,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",2558,@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,2017-10-31 22:49:00+00:00,2.2333333333333334,148,False,True,False,False,False,False,False,False,,KEEP
2567,2568,116320,2017-10-31 22:51:28+00:00,@AmazonHelp Bummer! I was hoping to get it quick. Oh well! Thanks for the response.,2566,"@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",2017-10-31 22:50:35+00:00,0.8833333333333333,83,False,True,False,False,False,False,False,False,,KEEP
2570,2577,116321,2017-10-31 22:16:47+00:00,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",2571,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,2017-10-31 22:13:52+00:00,2.9166666666666665,102,False,True,False,False,False,False,False,False,,KEEP
2572,2577,116321,2017-10-31 22:00:12+00:00,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,2573,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,2017-10-31 21:58:00+00:00,2.2,151,False,True,False,False,False,False,False,False,,KEEP
2574,2577,116321,2017-10-31 21:43:12+00:00,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,2575,"@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG",2017-10-31 21:39:30+00:00,3.7,152,True,True,False,False,False,False,False,False,,KEEP
2579,2580,116322,2017-10-31 22:50:15+00:00,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile",2578,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",2017-10-31 22:49:00+00:00,1.25,152,False,True,False,False,False,False,False,False,,KEEP
2584,2586,116323,2017-10-31 22:11:58+00:00,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,2585,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,2017-10-31 20:48:00+00:00,83.96666666666667,149,False,True,False,False,False,False,False,False,,KEEP
2588,2602,116325,2017-11-01 00:06:03+00:00,@AmazonHelp I have made many calls to Amazon CS. No resolution. Now what? Member since ‘98. Need corporate involved.,2587,@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN Please keep us updated. ^FJ,2017-10-31 22:45:00+00:00,81.05,116,False,True,False,False,False,False,False,False,,KEEP
2589,2602,116325,2017-10-31 22:53:59+00:00,@AmazonHelp I’m not talking to customer service again. THATS part of the problem. I want someone in America @ corporate who can make decisions.,2587,@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN Please keep us updated. ^FJ,2017-10-31 22:45:00+00:00,8.983333333333333,143,False,True,False,False,False,False,False,False,,KEEP
2590,2602,116325,2017-11-01 00:03:54+00:00,@AmazonHelp So I see that Amazon Twitter is staffed by the same people as customer service. Each answer here spoken by s different person (or bot),2587,@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN Please keep us updated. ^FJ,2017-10-31 22:45:00+00:00,78.9,146,False,True,False,False,False,False,False,False,,KEEP
2591,2602,116325,2017-10-31 22:24:18+00:00,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,2592,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,2017-10-31 20:35:32+00:00,108.76666666666667,152,False,True,False,False,False,False,False,False,,KEEP
2594,2602,116325,2017-10-31 20:18:44+00:00,@AmazonHelp Want to speak to someone at corp to address these issues.,2595,@116325 Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can. ^BG,2017-10-31 20:04:28+00:00,14.266666666666667,69,False,True,False,False,False,False,False,False,,KEEP
2598,2602,116325,2017-10-31 19:52:08+00:00,@AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.,2599,"@116325 Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help! ^MH",2017-10-31 19:23:37+00:00,28.516666666666666,106,False,True,False,False,False,False,False,False,,KEEP
3723,3726,116610,2017-10-31 23:19:26+00:00,@AmazonHelp Have completed form and emailed you.,3722,"@116610 We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC",2017-10-31 23:11:29+00:00,7.95,48,False,True,False,False,False,False,False,False,,KEEP
3724,3726,116610,2017-10-31 23:04:13+00:00,@AmazonHelp There was only one costing a lot more than £20 and FBA -stating eligibility !,3725,@116610 Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps! ^EB,2017-10-31 23:02:00+00:00,2.216666666666667,89,False,True,False,False,False,False,False,False,,KEEP
3728,3729,116611,2017-10-31 23:12:06+00:00,@AmazonHelp All of them,3727,@116611 I'm sorry for the trouble! Have you tried the steps outlined here? https://t.co/POJ37mWiEk ^LA,2017-10-31 23:11:29+00:00,0.6166666666666667,23,False,True,False,False,False,False,False,False,,KEEP
3732,3733,116612,2017-10-31 23:29:03+00:00,@AmazonHelp I can’t log in because it’s locked.,3731,@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN,2017-10-31 23:07:02+00:00,22.016666666666666,47,False,True,False,False,False,False,False,False,,KEEP
3736,3737,116613,2017-10-31 23:13:39+00:00,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,3735,@116613 Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB ^AS,2017-10-31 23:06:31+00:00,7.133333333333334,128,False,True,False,False,False,False,False,False,,KEEP
3744,3746,116616,2017-10-31 22:42:37+00:00,@AmazonHelp infórmese... no voy a perder más mi tiempo...,3745,"@116616 David, te recomendamos no compartir informaciones personales por este medio, te sugerimos editar o eliminar este mensaje. (1/2)",2017-10-31 22:36:29+00:00,6.133333333333334,57,False,True,False,False,False,False,False,False,,KEEP
3748,3749,116617,2017-10-31 23:02:35+00:00,"@AmazonHelp Many times, but still failing, and it happen with some show",3747,@116617 Have you already tried a restart? Kind regards ^NW,2017-10-31 23:00:27+00:00,2.1333333333333333,71,False,True,False,False,False,False,False,False,,KEEP
3751,3749,116617,2017-11-01 09:36:48+00:00,@AmazonHelp Sadly yes,3750,@116617 Is this still ongoing? What devices are you using? ^AN,2017-11-01 05:04:00+00:00,272.8,21,False,True,False,False,False,False,False,False,,KEEP
3753,3749,116617,2017-11-01 10:09:20+00:00,"@AmazonHelp Mac book pro, with Chrome",3752,@116617 What devices are you using for Amazon Video? ^AN,2017-11-01 09:58:00+00:00,11.333333333333334,37,False,True,False,False,False,False,False,False,,KEEP
3756,3749,116617,2017-11-02 10:31:10+00:00,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",3755,@116617 Hi! I just wanted to ask if my colleagues could assist you? Regards ^TA,2017-11-02 10:25:31+00:00,5.65,151,False,True,False,False,False,False,False,False,,KEEP
4833,4835,116847,2017-11-01 00:01:42+00:00,@AmazonHelp Thanks! It was only a little awkward.... XD,4832,"@116847 Uh oh! If you can't recover it, please reach out to us here and we'll see what options are available: https://t.co/VoPytkt92p ^MB",2017-10-31 23:20:32+00:00,41.166666666666664,55,False,True,False,False,False,False,False,False,,KEEP
4837,4840,116848,2017-11-22 11:59:26+00:00,@AmazonHelp アカウント凍結して不正アクセスを調べてもらうことになりました。 ありがとうございました。,4836,@116848 アマゾンです。重ねてのご案内となりますが、カスタマーサービスにて状況を確認させていただきます。こちらからお問い合わせください。https://t.co/NtNAX2Qh2u サインインが出来ない場合は、フリーダイヤル：0120-999-373へ直接ご連絡ください。ET,2017-11-22 10:38:51+00:00,80.58333333333333,56,False,True,False,True,False,False,False,False,non_latin_script_signal,FLAG
4847,4859,116849,2017-11-01 02:12:48+00:00,@AmazonHelp will i loose my account? Already tried help by link and by calling customer service,4846,"@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT",2017-10-31 23:20:32+00:00,172.26666666666668,95,False,True,False,False,False,False,False,False,,KEEP
4848,4859,116849,2017-11-01 02:14:56+00:00,@AmazonHelp will i loose my account?I've tried help from that link and yesterday by phone customer service and no one is able to solve this,4846,"@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT",2017-10-31 23:20:32+00:00,174.4,139,False,True,False,False,False,False,False,False,,KEEP
4849,4859,116849,2017-11-02 15:04:55+00:00,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",4846,"@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT",2017-10-31 23:20:32+00:00,2384.383333333333,141,True,True,False,False,False,False,False,False,,KEEP
4850,4859,116849,2017-10-31 23:12:08+00:00,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX",4852,"@116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD",2017-10-31 18:05:02+00:00,307.1,153,True,True,False,False,False,False,False,False,,KEEP
4853,4859,116849,2017-10-31 17:55:09+00:00,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating",4854,@116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH,2017-10-31 14:13:27+00:00,221.7,140,False,True,False,False,False,False,False,False,,KEEP
4855,4859,116849,2017-10-31 13:47:53+00:00,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU",4856,@116849 Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in! ^TN,2017-10-31 02:36:31+00:00,671.3666666666667,162,True,True,False,False,False,False,False,False,,KEEP
4857,4859,116849,2017-10-31 02:03:11+00:00,@AmazonHelp USAs Amazon. Com,4858,@116849 Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks. ^SE,2017-10-31 00:47:34+00:00,75.61666666666666,28,False,True,False,False,False,False,False,False,,KEEP
4863,4864,116851,2017-10-31 23:29:40+00:00,@AmazonHelp They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯,4862,"@116851 I'm sorry for the poor experience, Skylar. Were you given a reason for the delay? Check here: https://t.co/KhGfgWxX2q ^FD",2017-10-31 23:16:02+00:00,13.633333333333333,95,False,True,False,True,False,False,False,False,non_latin_script_signal,FLAG
4866,4864,116851,2017-10-31 23:58:32+00:00,"@AmazonHelp Amazon's tracking says it's ""Shipped &amp; Arriving Today by 8pm"" but UPS Tracking shows just that a label is created.",4865,"@116851 To confirm, what does the latest tracking update show? Please check here: https://t.co/eR31oAnsW2 ^BE",2017-10-31 23:57:00+00:00,1.5333333333333334,130,False,True,False,False,False,False,False,False,,KEEP
