conversation_id,status,flags,message_count,customer_messages,brand_messages,direct_customer_to_brand,unique_authors,start_time,end_time,span_hours,max_adjacent_gap_hours
1708,KEEP,,4,2,2,1,2,2017-10-31 19:08:41+00:00,2017-10-31 22:42:00+00:00,3.555277777777778,3.368888888888889
1710,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:33:35+00:00,2017-10-31 22:41:11+00:00,0.12666666666666668,0.12666666666666668
1713,KEEP,,3,2,1,1,2,2017-10-31 21:21:34+00:00,2017-10-31 22:46:48+00:00,1.4205555555555556,1.323888888888889
1715,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 21:14:40+00:00,2017-10-31 22:40:00+00:00,1.4222222222222223,1.4222222222222223
1718,KEEP,,4,2,2,1,2,2017-10-31 22:33:25+00:00,2017-10-31 22:44:33+00:00,0.18555555555555556,0.10055555555555555
1733,KEEP,,14,10,4,6,2,2017-10-31 22:16:03+00:00,2017-11-01 01:41:28+00:00,3.423611111111111,1.7791666666666666
1736,KEEP,,5,3,2,2,2,2017-10-31 22:21:42+00:00,2017-10-31 22:47:44+00:00,0.4338888888888889,0.22166666666666668
1741,FLAG,large_time_gap,4,2,2,1,2,2017-10-31 22:20:43+00:00,2017-11-04 01:48:57+00:00,75.47055555555555,74.32
1745,KEEP,,4,2,2,1,2,2017-10-31 22:30:23+00:00,2017-10-31 22:56:37+00:00,0.43722222222222223,0.2961111111111111
1748,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-31 22:07:19+00:00,2017-10-31 22:32:27+00:00,0.41888888888888887,0.3947222222222222
1753,KEEP,,4,3,1,1,3,2017-10-29 18:00:47+00:00,2017-10-31 22:45:50+00:00,52.75083333333333,52.094722222222224
2540,KEEP,,11,6,5,3,4,2017-10-27 11:00:00+00:00,2017-11-01 01:38:32+00:00,110.64222222222222,51.97833333333333
2549,KEEP,,8,4,4,3,2,2017-10-31 19:24:59+00:00,2017-10-31 23:25:31+00:00,4.0088888888888885,2.403888888888889
2553,KEEP,,4,2,2,1,2,2017-10-31 17:07:01+00:00,2017-10-31 22:58:27+00:00,5.857222222222222,5.514444444444444
2559,KEEP,,6,3,3,2,2,2017-10-31 22:18:10+00:00,2017-11-01 02:15:00+00:00,3.9472222222222224,2.956111111111111
2561,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-31 21:26:14+00:00,2017-11-01 05:05:52+00:00,7.660555555555556,6.147777777777778
2565,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:36:21+00:00,2017-10-31 22:54:27+00:00,0.3016666666666667,0.3016666666666667
2568,KEEP,,3,2,1,1,2,2017-10-31 22:40:57+00:00,2017-10-31 22:51:28+00:00,0.17527777777777778,0.16055555555555556
2577,KEEP,,8,4,4,3,2,2017-10-31 21:17:08+00:00,2017-10-31 22:50:35+00:00,1.5575,0.5633333333333334
2580,KEEP,,5,3,2,1,2,2017-10-31 22:46:16+00:00,2017-11-01 21:42:28+00:00,22.936666666666667,22.861666666666668
2586,KEEP,,4,2,2,1,2,2017-10-31 20:28:23+00:00,2017-10-31 22:48:00+00:00,2.3269444444444445,1.3994444444444445
2602,KEEP,,11,7,4,6,2,2017-10-31 19:21:37+00:00,2017-11-01 00:06:03+00:00,4.740555555555556,1.8127777777777778
3655,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-22 10:02:47+00:00,2017-11-22 10:13:29+00:00,0.17833333333333334,0.17833333333333334
3726,KEEP,,5,3,2,2,2,2017-10-31 22:53:28+00:00,2017-10-31 23:19:26+00:00,0.43277777777777776,0.14222222222222222
3729,KEEP,,4,2,2,1,2,2017-10-31 22:34:33+00:00,2017-10-31 23:15:34+00:00,0.6836111111111111,0.6155555555555555
3733,KEEP,,4,2,2,1,2,2017-10-31 22:57:48+00:00,2017-10-31 23:36:32+00:00,0.6455555555555555,0.36694444444444446
3737,KEEP,,4,2,2,1,2,2017-10-31 22:54:07+00:00,2017-11-01 05:10:28+00:00,6.2725,5.946944444444444
3740,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:49:24+00:00,2017-10-31 23:04:57+00:00,0.25916666666666666,0.25916666666666666
3742,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:59:06+00:00,2017-10-31 23:01:36+00:00,0.041666666666666664,0.041666666666666664
3746,EXCLUDE,broken_parent_chain,2,1,1,1,2,2017-10-31 22:42:37+00:00,2017-10-31 23:01:36+00:00,0.3163888888888889,0.3163888888888889
3745,EXCLUDE,broken_parent_chain;no_direct_customer_to_brand,1,0,1,0,1,2017-10-31 22:36:29+00:00,2017-10-31 22:36:29+00:00,0.0,0.0
3749,KEEP,,11,5,6,4,2,2017-10-31 22:51:34+00:00,2017-11-02 10:47:31+00:00,35.9325,24.017777777777777
3759,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 21:40:54+00:00,2017-10-31 23:00:27+00:00,1.3258333333333334,1.3258333333333334
4788,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:18:00+00:00,2017-10-31 23:25:39+00:00,0.1275,0.1275
4829,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:59:05+00:00,2017-10-31 23:21:32+00:00,0.37416666666666665,0.37416666666666665
4831,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:42:55+00:00,2017-10-31 23:21:32+00:00,0.6436111111111111,0.6436111111111111
4835,KEEP,,4,3,1,1,2,2017-10-31 21:57:15+00:00,2017-11-01 00:01:42+00:00,2.0741666666666667,1.2477777777777779
4840,KEEP,,7,4,3,1,4,2017-11-21 06:42:55+00:00,2017-11-22 12:53:32+00:00,30.176944444444445,27.7875
4859,KEEP,,14,8,6,7,2,2017-10-30 23:53:59+00:00,2017-11-02 15:12:37+00:00,63.31055555555555,36.83305555555555
4861,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:11:36+00:00,2017-10-31 23:17:37+00:00,0.10027777777777777,0.10027777777777777
4864,KEEP,,5,3,2,2,2,2017-10-31 23:08:45+00:00,2017-10-31 23:58:32+00:00,0.8297222222222222,0.45555555555555555
4868,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:05:09+00:00,2017-10-31 23:16:00+00:00,0.18083333333333335,0.18083333333333335
4952,KEEP,,8,4,4,3,2,2017-11-26 00:16:48+00:00,2017-11-26 00:47:00+00:00,0.5033333333333333,0.245
4954,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-26 00:17:44+00:00,2017-11-26 00:28:50+00:00,0.185,0.185
4957,KEEP,,4,2,2,1,2,2017-11-26 00:20:16+00:00,2017-11-26 01:06:26+00:00,0.7694444444444445,0.4419444444444444
5119,KEEP,,4,2,2,1,2,2017-11-26 00:14:48+00:00,2017-11-26 00:27:27+00:00,0.21083333333333334,0.09583333333333334
5125,KEEP,,6,4,2,1,2,2017-11-25 21:38:48+00:00,2017-11-26 00:28:22+00:00,2.826111111111111,2.1875
5131,FLAG,large_time_gap,6,3,3,2,2,2017-11-25 22:53:46+00:00,2017-11-29 06:03:00+00:00,79.15388888888889,77.52944444444445
5134,KEEP,,4,2,2,1,2,2017-11-26 00:17:05+00:00,2017-11-26 00:31:00+00:00,0.23194444444444445,0.10611111111111111
5137,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-26 00:20:34+00:00,2017-11-26 00:23:27+00:00,0.04805555555555555,0.04805555555555555
5139,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-26 00:19:39+00:00,2017-11-26 00:23:00+00:00,0.05583333333333333,0.05583333333333333
5147,KEEP,,8,4,4,3,2,2017-11-25 23:46:19+00:00,2017-11-26 00:35:28+00:00,0.8191666666666667,0.20333333333333334
5149,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-26 00:13:22+00:00,2017-11-26 00:21:26+00:00,0.13444444444444445,0.13444444444444445
5152,FLAG,large_time_gap,4,2,2,1,2,2017-11-25 18:45:21+00:00,2017-11-29 10:35:55+00:00,87.84277777777778,82.11694444444444
5159,KEEP,,16,10,6,7,4,2017-11-23 13:45:53+00:00,2017-11-26 01:06:11+00:00,59.33833333333333,56.94916666666666
5282,KEEP,,3,2,1,1,2,2017-11-26 00:15:17+00:00,2017-11-26 00:21:42+00:00,0.10694444444444444,0.07861111111111112
5285,KEEP,,4,2,2,1,2,2017-11-26 00:03:17+00:00,2017-11-26 00:46:00+00:00,0.7119444444444445,0.2702777777777778
5288,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 23:45:05+00:00,2017-11-26 00:19:00+00:00,0.5652777777777778,0.5652777777777778
5291,KEEP,,3,2,1,1,2,2017-11-26 00:13:20+00:00,2017-11-26 04:55:31+00:00,4.703055555555555,4.6175
5296,KEEP,,4,2,2,1,2,2017-11-26 00:06:54+00:00,2017-11-26 00:18:28+00:00,0.19277777777777777,0.09166666666666666
5298,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-26 00:15:04+00:00,2017-11-26 00:18:28+00:00,0.056666666666666664,0.056666666666666664
5300,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-26 00:07:57+00:00,2017-11-26 00:17:00+00:00,0.15083333333333335,0.15083333333333335
5302,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 23:47:19+00:00,2017-11-26 00:16:31+00:00,0.4866666666666667,0.4866666666666667
5304,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-25 23:59:44+00:00,2017-11-26 00:16:00+00:00,0.27111111111111114,0.27111111111111114
5315,KEEP,,9,5,4,4,2,2017-11-25 14:48:43+00:00,2017-11-26 00:16:46+00:00,9.4675,8.820833333333333
5319,KEEP,,4,2,2,1,2,2017-11-25 23:54:36+00:00,2017-11-26 00:15:31+00:00,0.3486111111111111,0.1875
5323,FLAG,large_time_gap,4,3,1,1,3,2017-11-14 14:58:32+00:00,2017-11-26 00:16:34+00:00,273.30055555555555,273.21694444444444
5331,KEEP,,6,3,3,2,2,2017-11-25 19:49:27+00:00,2017-11-26 10:01:53+00:00,14.207222222222223,9.68388888888889
5779,KEEP,,4,3,1,1,2,2017-10-31 23:15:37+00:00,2017-10-31 23:45:29+00:00,0.49777777777777776,0.43472222222222223
5782,KEEP,,3,2,1,1,2,2017-10-31 23:35:25+00:00,2017-10-31 23:56:47+00:00,0.3561111111111111,0.24638888888888888
5786,KEEP,,4,2,2,1,2,2017-10-31 09:55:34+00:00,2017-10-31 23:41:32+00:00,13.766111111111112,13.350555555555555
5789,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-31 23:38:29+00:00,2017-10-31 23:41:00+00:00,0.041944444444444444,0.03361111111111111
5796,KEEP,,6,3,3,2,2,2017-10-31 23:01:14+00:00,2017-10-31 23:38:44+00:00,0.625,0.5036111111111111
5801,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:10:55+00:00,2017-10-31 23:33:00+00:00,0.3680555555555556,0.3680555555555556
5803,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:11:22+00:00,2017-10-31 23:32:30+00:00,0.3522222222222222,0.3522222222222222
5806,EXCLUDE,no_direct_customer_to_brand,3,2,1,0,3,2017-10-31 23:01:11+00:00,2017-10-31 23:30:27+00:00,0.48777777777777775,0.34833333333333333
6966,KEEP,,11,6,5,5,2,2017-11-19 03:46:18+00:00,2017-11-19 20:29:36+00:00,16.721666666666668,13.719722222222222
6998,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-22 11:07:14+00:00,2017-11-22 11:13:00+00:00,0.0961111111111111,0.0961111111111111
7013,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-22 10:54:30+00:00,2017-11-22 11:01:00+00:00,0.10833333333333334,0.10833333333333334
8511,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:52:35+00:00,2017-10-31 23:56:29+00:00,0.065,0.065
8513,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:26:02+00:00,2017-10-31 23:56:00+00:00,0.49944444444444447,0.49944444444444447
8516,KEEP,,4,2,2,1,2,2017-10-31 23:50:17+00:00,2017-11-01 18:39:25+00:00,18.81888888888889,18.689722222222223
8519,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:45:51+00:00,2017-10-31 23:54:29+00:00,0.1438888888888889,0.1438888888888889
8522,EXCLUDE,large_time_gap;no_direct_customer_to_brand,3,2,1,0,2,2017-10-01 00:14:32+00:00,2017-10-31 23:52:28+00:00,743.6322222222223,743.4461111111111
8524,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:43:44+00:00,2017-10-31 23:49:32+00:00,0.09666666666666666,0.09666666666666666
8527,KEEP,,11,6,5,5,2,2017-10-31 23:35:01+00:00,2017-11-01 11:28:40+00:00,11.894166666666667,8.116944444444444
8537,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-10-31 23:42:01+00:00,2017-10-31 23:47:00+00:00,0.08305555555555555,0.08305555555555555
8540,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:41:31+00:00,2017-10-31 23:45:00+00:00,0.058055555555555555,0.058055555555555555
8581,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-22 11:20:19+00:00,2017-11-22 11:46:00+00:00,0.4280555555555556,0.4280555555555556
9120,KEEP,,4,2,2,1,2,2017-11-01 00:12:28+00:00,2017-11-01 00:28:30+00:00,0.26722222222222225,0.2275
9129,KEEP,,8,5,3,4,2,2017-10-31 23:59:46+00:00,2017-11-01 07:49:02+00:00,7.821111111111111,7.197777777777778
9132,KEEP,,3,2,1,1,2,2017-11-01 00:09:41+00:00,2017-11-01 00:17:07+00:00,0.1238888888888889,0.09527777777777778
9135,KEEP,,3,2,1,1,2,2017-11-01 00:00:12+00:00,2017-11-01 00:07:18+00:00,0.11833333333333333,0.10444444444444445
9137,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:00:01+00:00,2017-11-01 00:06:28+00:00,0.1075,0.1075
9141,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:53:44+00:00,2017-11-01 00:06:28+00:00,1.2122222222222223,1.2122222222222223
9147,KEEP,,5,3,2,1,2,2017-10-31 04:06:28+00:00,2017-10-31 23:59:36+00:00,19.885555555555555,18.82027777777778
9767,KEEP,,15,6,9,5,2,2017-11-01 00:20:08+00:00,2017-11-01 06:22:03+00:00,6.031944444444444,3.3933333333333335
9781,KEEP,,4,2,2,1,2,2017-11-01 00:14:56+00:00,2017-11-01 00:43:03+00:00,0.4686111111111111,0.19527777777777777
9784,KEEP,,4,2,2,1,2,2017-11-01 00:20:46+00:00,2017-11-01 00:26:38+00:00,0.09777777777777778,0.06111111111111111
9788,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:39:31+00:00,2017-11-01 00:22:56+00:00,0.7236111111111111,0.7236111111111111
9791,KEEP,,4,2,2,1,2,2017-11-01 00:05:55+00:00,2017-11-01 00:29:34+00:00,0.39416666666666667,0.275
9794,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:12:17+00:00,2017-11-01 00:21:35+00:00,0.155,0.155
9796,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:17:29+00:00,2017-11-01 00:21:00+00:00,0.058611111111111114,0.058611111111111114
9799,EXCLUDE,no_direct_customer_to_brand,3,2,1,0,2,2017-11-01 00:15:56+00:00,2017-11-01 00:20:29+00:00,0.07583333333333334,0.06138888888888889
9807,FLAG,large_time_gap,8,4,4,3,2,2017-10-27 05:26:32+00:00,2017-11-01 00:39:52+00:00,115.22222222222223,114.7136111111111
9812,KEEP,,3,1,2,1,2,2017-11-01 00:06:00+00:00,2017-11-01 00:20:00+00:00,0.23333333333333334,0.12944444444444445
9814,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:04:52+00:00,2017-11-01 00:19:42+00:00,1.2472222222222222,1.2472222222222222
9817,KEEP,,3,2,1,1,2,2017-10-31 23:58:58+00:00,2017-11-01 00:49:54+00:00,0.8488888888888889,0.5483333333333333
9821,EXCLUDE,no_direct_customer_to_brand,4,2,2,0,2,2017-11-01 00:12:18+00:00,2017-11-01 00:16:33+00:00,0.07083333333333333,0.05694444444444444
9823,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:57:48+00:00,2017-11-01 00:16:03+00:00,0.30416666666666664,0.30416666666666664
9825,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:09:24+00:00,2017-11-01 00:14:34+00:00,0.08611111111111111,0.08611111111111111
9865,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-22 12:22:44+00:00,2017-11-22 12:27:00+00:00,0.07111111111111111,0.07111111111111111
9872,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-22 12:13:54+00:00,2017-11-22 12:17:00+00:00,0.051666666666666666,0.051666666666666666
9959,KEEP,,6,3,3,2,2,2017-11-22 01:03:54+00:00,2017-11-22 11:58:32+00:00,10.910555555555556,10.475555555555555
10321,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-30 20:34:18+00:00,2017-11-30 20:43:13+00:00,0.1486111111111111,0.1486111111111111
10624,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:08:26+00:00,2017-11-01 00:44:04+00:00,0.5938888888888889,0.5938888888888889
10626,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:25:14+00:00,2017-11-01 00:44:01+00:00,0.31305555555555553,0.31305555555555553
10629,KEEP,,3,2,1,1,2,2017-11-01 00:36:05+00:00,2017-11-01 03:19:05+00:00,2.716666666666667,2.591388888888889
10631,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:38:58+00:00,2017-11-01 00:43:36+00:00,0.07722222222222222,0.07722222222222222
10634,KEEP,,12,7,5,6,2,2017-11-01 00:12:37+00:00,2017-11-01 03:50:26+00:00,3.6302777777777777,2.576111111111111
10645,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:31:14+00:00,2017-11-01 00:40:31+00:00,0.15472222222222223,0.15472222222222223
10647,EXCLUDE,no_direct_customer_to_brand,3,1,2,0,2,2017-11-01 00:13:20+00:00,2017-11-01 05:12:35+00:00,4.9875,4.559722222222222
10650,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 22:49:19+00:00,2017-11-01 00:36:31+00:00,1.7866666666666666,1.7866666666666666
10653,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:10:50+00:00,2017-11-01 00:34:50+00:00,0.4,0.4
10656,KEEP,,3,2,1,1,2,2017-11-01 00:29:05+00:00,2017-11-01 00:34:50+00:00,0.09583333333333334,0.08194444444444444
10658,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:25:27+00:00,2017-11-01 00:34:00+00:00,0.1425,0.1425
10660,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:25:02+00:00,2017-11-01 00:31:34+00:00,0.10888888888888888,0.10888888888888888
10662,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:27:36+00:00,2017-11-01 00:30:44+00:00,0.052222222222222225,0.052222222222222225
10665,EXCLUDE,no_direct_customer_to_brand,3,2,1,0,2,2017-11-01 00:18:53+00:00,2017-11-01 00:30:15+00:00,0.18944444444444444,0.18472222222222223
11017,KEEP,,5,3,2,2,2,2017-11-01 00:45:34+00:00,2017-11-01 01:02:08+00:00,0.2761111111111111,0.1111111111111111
11024,KEEP,,17,11,6,10,2,2017-11-01 00:43:27+00:00,2017-11-01 04:38:29+00:00,3.917222222222222,0.9938888888888889
11036,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-10-31 23:31:22+00:00,2017-11-01 00:55:34+00:00,1.4033333333333333,1.4033333333333333
11039,KEEP,,4,2,2,1,2,2017-11-01 00:43:23+00:00,2017-11-01 12:38:31+00:00,11.918888888888889,11.51
11044,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:20:54+00:00,2017-11-01 00:53:30+00:00,0.5433333333333333,0.5433333333333333
11046,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:49:17+00:00,2017-11-01 00:52:35+00:00,0.055,0.055
11053,KEEP,,7,4,3,3,2,2017-11-01 00:17:36+00:00,2017-11-01 01:26:02+00:00,1.1405555555555555,0.45305555555555554
11056,KEEP,,4,2,2,1,2,2017-11-01 00:04:30+00:00,2017-11-01 02:00:00+00:00,1.925,1.0666666666666667
11060,KEEP,,4,2,2,1,2,2017-11-01 00:43:30+00:00,2017-11-01 01:00:00+00:00,0.275,0.11805555555555555
11070,FLAG,large_time_gap,9,5,4,3,3,2017-09-22 18:11:02+00:00,2017-11-01 01:44:00+00:00,943.5494444444445,942.5394444444445
11073,KEEP,,6,4,2,2,3,2017-11-01 00:19:00+00:00,2017-11-01 17:57:16+00:00,17.637777777777778,16.587222222222223
11079,KEEP,,6,3,3,2,2,2017-11-01 00:25:01+00:00,2017-11-01 01:22:35+00:00,0.9594444444444444,0.38305555555555554
11085,FLAG,large_time_gap,6,3,3,2,2,2017-11-01 00:37:13+00:00,2017-11-06 19:11:37+00:00,138.57333333333332,120.69916666666667
11090,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:32:38+00:00,2017-11-01 00:44:39+00:00,0.20027777777777778,0.20027777777777778
11337,KEEP,,6,3,3,2,2,2017-11-22 12:47:43+00:00,2017-11-22 22:35:00+00:00,9.788055555555555,8.554444444444444
11404,KEEP,,5,2,3,1,2,2017-11-22 12:36:16+00:00,2017-11-22 12:48:01+00:00,0.19583333333333333,0.07888888888888888
11426,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-22 12:32:37+00:00,2017-11-22 12:36:00+00:00,0.05638888888888889,0.05638888888888889
11572,KEEP,,7,4,3,3,2,2017-10-31 19:15:52+00:00,2017-11-01 01:14:49+00:00,5.9825,5.7675
11575,KEEP,,5,3,2,2,2,2017-11-01 01:09:27+00:00,2017-11-01 01:33:36+00:00,0.4025,0.3111111111111111
11590,KEEP,,11,6,5,4,2,2017-10-30 03:30:32+00:00,2017-11-03 03:07:15+00:00,95.61194444444445,49.81027777777778
11594,KEEP,,4,2,2,1,2,2017-11-01 00:54:02+00:00,2017-11-01 16:25:35+00:00,15.525833333333333,15.229166666666666
11597,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 01:00:30+00:00,2017-11-01 01:08:34+00:00,0.13444444444444445,0.13444444444444445
11600,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:48:43+00:00,2017-11-01 01:07:00+00:00,0.3047222222222222,0.3047222222222222
11603,KEEP,,7,4,3,3,2,2017-11-01 00:55:04+00:00,2017-11-01 02:14:27+00:00,1.3230555555555557,0.4494444444444444
11610,KEEP,,6,3,3,2,2,2017-11-01 00:40:47+00:00,2017-11-01 02:16:00+00:00,1.5869444444444445,0.7169444444444445
11615,EXCLUDE,no_direct_customer_to_brand,2,1,1,0,2,2017-11-01 00:17:51+00:00,2017-11-01 01:04:42+00:00,0.7808333333333334,0.7808333333333334
11619,KEEP,,4,2,2,1,2,2017-10-31 20:38:37+00:00,2017-11-01 01:04:40+00:00,4.434166666666667,2.9291666666666667
