customer_message_id,conversation_id,author_id,created_dt,text,parent_id,reply_gap_minutes,has_url,is_acknowledgment_like,episode_status,embedding_input
666,667,115843,2017-11-01 01:26:58+00:00,@AmazonHelp Aww your reply made her night!,665,187.4833333333333,False,False,KEEP,Aww your reply made her night!
669,672,115844,2017-10-31 22:21:12+00:00,@AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.,668,3.2,False,False,KEEP,I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.
685,690,115849,2017-11-01 05:26:45+00:00,@AmazonHelp Details sent. Please check.,684,429.75,False,False,KEEP,Details sent. Please check.
686,690,115849,2017-10-31 22:06:53+00:00,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,689,12.35,False,False,KEEP,Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated & new status will be provided in 1 day!
1693,1695,116081,2017-10-31 22:54:54+00:00,@AmazonHelp but I can’t find the options to cancel or re-order?,1692,11.9,False,False,KEEP,but I can’t find the options to cancel or re-order?
1694,1695,116081,2017-10-31 22:54:29+00:00,@AmazonHelp Thanks for quick response. Pic attached. https://t.co/yNhYE638YS,1692,11.483333333333333,True,False,KEEP,Thanks for quick response. Pic attached. https://t.co/yNhYE638YS
1698,1699,116082,2017-10-31 22:47:50+00:00,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,1697,5.833333333333333,False,False,KEEP,Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?
1701,1699,116082,2017-10-31 22:58:06+00:00,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,1700,5.55,False,False,KEEP,You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?
1702,1699,116082,2017-10-31 23:00:14+00:00,@AmazonHelp They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.,1700,7.683333333333334,False,False,KEEP,They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.
1703,1699,116082,2017-10-31 22:59:37+00:00,@AmazonHelp I tried my phone number but I didnt have a mobile account. I went through this for 2 hours on the phone with someone.,1700,7.066666666666666,False,False,KEEP,I tried my phone number but I didnt have a mobile account. I went through this for 2 hours on the phone with someone.
1706,1708,116083,2017-10-31 22:33:08+00:00,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",1707,202.13333333333333,False,False,KEEP,"I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months."
1712,1713,116085,2017-10-31 22:46:48+00:00,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂",1711,5.8,False,False,KEEP,"So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂"
1717,1718,116087,2017-10-31 22:40:54+00:00,"@AmazonHelp My package just got here. All good, thank you!",1716,1.45,False,False,KEEP,"My package just got here. All good, thank you!"
1721,1733,116088,2017-10-31 22:37:35+00:00,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,1720,1.5833333333333333,False,False,KEEP,Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(
1724,1733,116088,2017-10-31 22:48:50+00:00,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,1723,1.3666666666666667,False,False,KEEP,Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..
1726,1733,116088,2017-10-31 23:05:46+00:00,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,1725,1.75,True,False,KEEP,Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help
1728,1733,116088,2017-10-31 23:32:11+00:00,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?,1727,1.1833333333333331,False,False,KEEP,But your website is offering pre order content.... so it’s just a lie?
1729,1733,116088,2017-10-31 23:54:43+00:00,@AmazonHelp So to get this straight. I get nothing at all for preordering?,1727,23.716666666666665,False,False,KEEP,So to get this straight. I get nothing at all for preordering?
1730,1733,116088,2017-11-01 01:41:28+00:00,@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.,1727,130.46666666666667,False,False,KEEP,I’ve cancelled my order and gone to Best Buy. Thank you.
1735,1736,116091,2017-10-31 22:41:11+00:00,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",1734,6.183333333333334,False,False,KEEP,"Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted."
1738,1736,116091,2017-10-31 22:47:44+00:00,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.,1737,0.7333333333333333,False,False,KEEP,Already have and the assistance I received was absolutely useless and rude.
1740,1741,116092,2017-11-04 00:53:12+00:00,@AmazonHelp I have. No luck.,1739,4459.2,False,False,KEEP,I have. No luck.
1744,1745,116093,2017-10-31 22:50:15+00:00,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,1743,17.766666666666666,False,False,KEEP,It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.
1751,1753,116095,2017-10-31 22:45:50+00:00,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.,1750,16.383333333333333,False,False,KEEP,Yep. I’m going to take it to the MegaAlexa at Whole Foods.
2543,2549,116314,2017-10-31 23:17:22+00:00,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",2542,18.9,False,False,KEEP,"Just now, don't use Amazon much so didn't know the process if you don't receive an item"
2544,2549,116314,2017-10-31 22:50:14+00:00,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,2546,144.23333333333332,False,False,KEEP,Wasn't tracked as sent via Royal Mail. I've emailed the seller.
2547,2549,116314,2017-10-31 20:19:21+00:00,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,2548,40.88333333333333,False,False,KEEP,Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.
2551,2553,116315,2017-10-31 22:47:18+00:00,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.",2552,330.8666666666667,False,False,KEEP,"I'm learning German, so I don't really mind between German/English. If I have to choose, I say German."
2555,2559,116317,2017-11-01 01:55:49+00:00,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,2554,177.36666666666667,False,False,KEEP,I allowed it well past 8 PM. I was never notified about any other delays
2556,2559,116317,2017-10-31 22:51:14+00:00,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",2558,2.2333333333333334,False,False,KEEP,"I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show."
2567,2568,116320,2017-10-31 22:51:28+00:00,@AmazonHelp Bummer! I was hoping to get it quick. Oh well! Thanks for the response.,2566,0.8833333333333333,False,False,KEEP,Bummer! I was hoping to get it quick. Oh well! Thanks for the response.
2570,2577,116321,2017-10-31 22:16:47+00:00,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",2571,2.9166666666666665,False,False,KEEP,"yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money"
2572,2577,116321,2017-10-31 22:00:12+00:00,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,2573,2.2,False,False,KEEP,i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund
2574,2577,116321,2017-10-31 21:43:12+00:00,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,2575,3.7,True,False,KEEP,and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp
2576,2577,116321,2017-10-31 21:41:29+00:00,"@AmazonHelp yeh sure.i was in uk.came back to india,used my indian bank account to purchase.amazonuk took money for prime.i cancelled it",2575,1.9833333333333332,False,False,KEEP,"yeh sure.i was in uk.came back to india,used my indian bank account to purchase.amazonuk took money for prime.i cancelled it"
2579,2580,116322,2017-10-31 22:50:15+00:00,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile",2578,1.25,False,False,KEEP,"legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile"
2584,2586,116323,2017-10-31 22:11:58+00:00,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,2585,83.96666666666667,False,False,KEEP,Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it
2588,2602,116325,2017-11-01 00:06:03+00:00,@AmazonHelp I have made many calls to Amazon CS. No resolution. Now what? Member since ‘98. Need corporate involved.,2587,81.05,False,False,KEEP,I have made many calls to Amazon CS. No resolution. Now what? Member since ‘98. Need corporate involved.
2589,2602,116325,2017-10-31 22:53:59+00:00,@AmazonHelp I’m not talking to customer service again. THATS part of the problem. I want someone in America @ corporate who can make decisions.,2587,8.983333333333333,False,False,KEEP,I’m not talking to customer service again. THATS part of the problem. I want someone in America @ corporate who can make decisions.
2590,2602,116325,2017-11-01 00:03:54+00:00,@AmazonHelp So I see that Amazon Twitter is staffed by the same people as customer service. Each answer here spoken by s different person (or bot),2587,78.9,False,False,KEEP,So I see that Amazon Twitter is staffed by the same people as customer service. Each answer here spoken by s different person (or bot)
2591,2602,116325,2017-10-31 22:24:18+00:00,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,2592,108.76666666666668,False,False,KEEP,No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back
2593,2602,116325,2017-10-31 20:39:42+00:00,@AmazonHelp Read my last message,2592,4.166666666666667,False,False,KEEP,Read my last message
2594,2602,116325,2017-10-31 20:18:44+00:00,@AmazonHelp Want to speak to someone at corp to address these issues.,2595,14.266666666666667,False,False,KEEP,Want to speak to someone at corp to address these issues.
2596,2602,116325,2017-10-31 20:16:35+00:00,@AmazonHelp CS Said they would look into logistics problem and call me back on three separate Monday’s with an answer/solution. Never happened.,2595,12.116666666666667,False,False,KEEP,CS Said they would look into logistics problem and call me back on three separate Monday’s with an answer/solution. Never happened.
2597,2602,116325,2017-10-31 20:17:41+00:00,@AmazonHelp CS could not help with CC payment rejection. Said it was my @117157 bank. Bank says it’s not them.,2595,13.216666666666669,False,False,KEEP,CS could not help with CC payment rejection. Said it was my @117157 bank. Bank says it’s not them.
2598,2602,116325,2017-10-31 19:52:08+00:00,@AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.,2599,28.516666666666666,False,False,KEEP,Multiple calls to call amazon call center with zero resolution and never a promised call back.
2600,2602,116325,2017-10-31 19:51:32+00:00,@AmazonHelp Prob 2: most purchases refused: CC declined. But @117157 says there’s no problem,2599,27.916666666666668,False,False,KEEP,Prob 2: most purchases refused: CC declined. But @117157 says there’s no problem
2601,2602,116325,2017-10-31 19:49:35+00:00,@AmazonHelp Prob 1: can’t get @123967 shipments because del person has medical conditions. Non delivered and lost packages.,2599,25.966666666666665,False,False,KEEP,Prob 1: can’t get @123967 shipments because del person has medical conditions. Non delivered and lost packages.
3723,3726,116610,2017-10-31 23:19:26+00:00,@AmazonHelp Have completed form and emailed you.,3722,7.95,False,False,KEEP,Have completed form and emailed you.
3724,3726,116610,2017-10-31 23:04:13+00:00,@AmazonHelp There was only one costing a lot more than £20 and FBA -stating eligibility !,3725,2.216666666666667,False,False,KEEP,There was only one costing a lot more than £20 and FBA -stating eligibility !
3728,3729,116611,2017-10-31 23:12:06+00:00,@AmazonHelp All of them,3727,0.6166666666666667,False,False,KEEP,All of them
3732,3733,116612,2017-10-31 23:29:03+00:00,@AmazonHelp I can’t log in because it’s locked.,3731,22.016666666666666,False,False,KEEP,I can’t log in because it’s locked.
3736,3737,116613,2017-10-31 23:13:39+00:00,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,3735,7.133333333333334,False,False,KEEP,Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine
3744,3746,116616,2017-10-31 22:42:37+00:00,@AmazonHelp infórmese... no voy a perder más mi tiempo...,3745,6.133333333333334,False,False,KEEP,infórmese... no voy a perder más mi tiempo...
3748,3749,116617,2017-10-31 23:02:35+00:00,"@AmazonHelp Many times, but still failing, and it happen with some show",3747,2.1333333333333333,False,False,KEEP,"Many times, but still failing, and it happen with some show"
3751,3749,116617,2017-11-01 09:36:48+00:00,@AmazonHelp Sadly yes,3750,272.8,False,False,KEEP,Sadly yes
3753,3749,116617,2017-11-01 10:09:20+00:00,"@AmazonHelp Mac book pro, with Chrome",3752,11.333333333333334,False,False,KEEP,"Mac book pro, with Chrome"
3756,3749,116617,2017-11-02 10:31:10+00:00,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",3755,5.65,False,False,KEEP,"I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?"
4833,4835,116847,2017-11-01 00:01:42+00:00,@AmazonHelp Thanks! It was only a little awkward.... XD,4832,41.16666666666666,False,False,KEEP,Thanks! It was only a little awkward.... XD
4847,4859,116849,2017-11-01 02:12:48+00:00,@AmazonHelp will i loose my account? Already tried help by link and by calling customer service,4846,172.26666666666668,False,False,KEEP,will i loose my account? Already tried help by link and by calling customer service
4848,4859,116849,2017-11-01 02:14:56+00:00,@AmazonHelp will i loose my account?I've tried help from that link and yesterday by phone customer service and no one is able to solve this,4846,174.4,False,False,KEEP,will i loose my account?I've tried help from that link and yesterday by phone customer service and no one is able to solve this
4849,4859,116849,2017-11-02 15:04:55+00:00,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",4846,2384.383333333333,True,False,KEEP,"how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw"
4850,4859,116849,2017-10-31 23:12:08+00:00,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX",4852,307.1,True,False,KEEP,"already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX"
4853,4859,116849,2017-10-31 17:55:09+00:00,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating",4854,221.7,False,False,KEEP,"no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating"
4855,4859,116849,2017-10-31 13:47:53+00:00,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU",4856,671.3666666666667,True,False,KEEP,"no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU"
4857,4859,116849,2017-10-31 02:03:11+00:00,@AmazonHelp USAs Amazon. Com,4858,75.61666666666666,False,False,KEEP,USAs Amazon. Com
4866,4864,116851,2017-10-31 23:58:32+00:00,"@AmazonHelp Amazon's tracking says it's ""Shipped &amp; Arriving Today by 8pm"" but UPS Tracking shows just that a label is created.",4865,1.5333333333333334,False,False,KEEP,"Amazon's tracking says it's ""Shipped & Arriving Today by 8pm"" but UPS Tracking shows just that a label is created."
4946,4952,116874,2017-11-26 00:44:09+00:00,@AmazonHelp Excelente servicio! Recibí mis paquetes hace un par de minutos!,4945,14.7,False,False,KEEP,Excelente servicio! Recibí mis paquetes hace un par de minutos!
4947,4952,116874,2017-11-26 00:25:49+00:00,@AmazonHelp Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩,4949,2.816666666666667,False,False,KEEP,Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩
4950,4952,116874,2017-11-26 00:20:06+00:00,@AmazonHelp No. Como puedo contactarlo,4951,0.6,False,False,KEEP,No. Como puedo contactarlo
4956,4957,116877,2017-11-26 00:54:28+00:00,@AmazonHelp I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,4955,26.516666666666666,False,False,KEEP,I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.
5117,5119,116912,2017-11-26 00:21:42+00:00,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?",5118,4.216666666666667,False,False,KEEP,"I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?"
5121,5125,116913,2017-11-26 00:20:55+00:00,@AmazonHelp It's now a police matter. You could check the police report.,5123,4.916666666666667,False,False,KEEP,It's now a police matter. You could check the police report.
5127,5131,116914,2017-11-29 05:56:23+00:00,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,5126,4651.766666666666,True,False,KEEP,And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H
5128,5131,116914,2017-11-26 00:17:31+00:00,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.",5130,8.516666666666667,False,False,KEEP,"AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller."
5133,5134,116915,2017-11-26 00:26:52+00:00,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.",5132,3.4166666666666665,False,False,KEEP,"No, I can't check. It shows nothing. And customer service rep was NO help."
5155,5159,116921,2017-11-26 00:27:54+00:00,@AmazonHelp Thank you so much once again for kinds of word,5154,7.4,False,False,KEEP,Thank you so much once again for kinds of word
5158,5159,116921,2017-11-26 00:38:10+00:00,@AmazonHelp Will you follow me on twitter,5157,6.666666666666667,False,False,KEEP,Will you follow me on twitter
5281,5282,116922,2017-11-26 00:21:42+00:00,@AmazonHelp I got a refund but I wanna check to see if it's actually lost,5280,1.7,False,False,KEEP,I got a refund but I wanna check to see if it's actually lost
5284,5285,116923,2017-11-26 00:31:15+00:00,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),5283,11.75,False,False,KEEP,I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :)
5293,5296,116926,2017-11-26 00:12:58+00:00,@AmazonHelp Solicitud (foto del estado de cuenta),5294,3.966666666666667,False,False,KEEP,Solicitud (foto del estado de cuenta)
5295,5296,116926,2017-11-26 00:12:47+00:00,"@AmazonHelp Cree una cuenta para poder comprar el nuevo juego de Pokémon Ultra Moon ya que en su pagina estaba a un precio muy bueno pero una vez realizada la compra, al siguiente dia mi cuenta fue bloqueda, hize lo que me pedian para desbloquearl, llevo 2 intentos y han rechazado mi...",5294,3.783333333333333,False,False,KEEP,"Cree una cuenta para poder comprar el nuevo juego de Pokémon Ultra Moon ya que en su pagina estaba a un precio muy bueno pero una vez realizada la compra, al siguiente dia mi cuenta fue bloqueda, hize lo que me pedian para desbloquearl, llevo 2 intentos y han rechazado mi..."
5307,5315,116932,2017-11-26 00:16:46+00:00,"@AmazonHelp Can do, but that means I will miss out on Black Friday and Cyber Monday shopping.",5306,1.25,False,False,KEEP,"Can do, but that means I will miss out on Black Friday and Cyber Monday shopping."
5308,5315,116932,2017-11-26 00:13:29+00:00,@AmazonHelp 10 hours ago.,5309,14.866666666666667,False,False,KEEP,10 hours ago.
5312,5315,116932,2017-11-25 23:42:41+00:00,"@AmazonHelp Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out.",5313,529.25,False,False,KEEP,"Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out."
5314,5315,116932,2017-11-25 14:54:25+00:00,@AmazonHelp I can't sign into my account to get to the numbers.,5313,0.9833333333333332,False,False,KEEP,I can't sign into my account to get to the numbers.
5317,5319,116933,2017-11-26 00:07:40+00:00,"@AmazonHelp Danke für die schnelle Antwort... ja, ich werde mal nachfragen, was da schiefgelaufen sein soll. Ihnen auch einen schönen Abend noch.",5318,1.8166666666666669,False,False,KEEP,"Danke für die schnelle Antwort... ja, ich werde mal nachfragen, was da schiefgelaufen sein soll. Ihnen auch einen schönen Abend noch."
5321,5323,116934,2017-11-26 00:16:34+00:00,"@AmazonHelp For now, at least, until Prime Music starts shitting on its subscribers just like @116618.",5320,2.65,False,False,KEEP,"For now, at least, until Prime Music starts shitting on its subscribers just like @116618."
5327,5331,116936,2017-11-26 09:54:28+00:00,@AmazonHelp But why has every item got 3+ days processing time when it's usually next day,5326,581.0333333333333,False,False,KEEP,But why has every item got 3+ days processing time when it's usually next day
5328,5331,116936,2017-11-26 00:06:14+00:00,@AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address,5330,253.2333333333333,False,False,KEEP,Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address
5777,5779,117084,2017-10-31 23:45:29+00:00,"@AmazonHelp Estoy al tlf con ellos, me lo reembolsan ahora mismo. Espero que ASM reciba algun tipo de sanción porque esto es una vergüenza.",5776,1.9333333333333331,False,False,KEEP,"Estoy al tlf con ellos, me lo reembolsan ahora mismo. Espero que ASM reciba algun tipo de sanción porque esto es una vergüenza."
5781,5782,117085,2017-10-31 23:56:47+00:00,"@AmazonHelp poo. assinei hj pra ver a terceira e nada.. acha q so qnd acabar na tv americana? de qq forma, obrigado",5780,14.783333333333331,False,False,KEEP,"poo. assinei hj pra ver a terceira e nada.. acha q so qnd acabar na tv americana? de qq forma, obrigado"
5792,5796,117089,2017-10-31 23:38:44+00:00,"@AmazonHelp Okay, thanks so much!",5791,0.7333333333333333,False,False,KEEP,"Okay, thanks so much!"
5793,5796,117089,2017-10-31 23:32:26+00:00,@AmazonHelp I’m trying off my fire stick,5795,0.9833333333333332,False,False,KEEP,I’m trying off my fire stick
6957,6966,117198,2017-11-19 17:54:45+00:00,@AmazonHelp Please call me,6956,823.1833333333333,False,False,KEEP,Please call me
6958,6966,117198,2017-11-19 04:03:20+00:00,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",6965,14.333333333333334,False,False,KEEP,"Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier."
6960,6966,117198,2017-11-19 18:10:42+00:00,@AmazonHelp Or you can provide me with a direct dial number and I’ll call it now,6959,6.016666666666667,False,False,KEEP,Or you can provide me with a direct dial number and I’ll call it now
6961,6966,117198,2017-11-19 18:10:13+00:00,@AmazonHelp I tried that and ended up On page to provide package feedback too difficult and I did not have the time to search for your customer service number so if you follow me we can direct Message one another and I can give you my cell phone,6959,5.533333333333333,False,False,KEEP,I tried that and ended up On page to provide package feedback too difficult and I did not have the time to search for your customer service number so if you follow me we can direct Message one another and I can give you my cell phone
6963,6966,117198,2017-11-19 20:26:07+00:00,"@AmazonHelp Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",6962,94.11666666666666,False,False,KEEP,"Thank you. Spoke with customer service who was very nice & helpful & put me straight through to a Competent logistics person who documented issue, researched my acct & was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you."
8515,8516,117495,2017-11-01 18:36:51+00:00,"@AmazonHelp Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio",8514,1121.3833333333334,False,False,KEEP,"Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio"
8526,8527,117498,2017-10-31 23:48:16+00:00,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0,8525,1.1666666666666667,True,False,KEEP,Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0
8529,8527,117498,2017-11-01 00:05:16+00:00,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,8528,2.4166666666666665,False,False,KEEP,Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/
8531,8527,117498,2017-11-01 08:55:01+00:00,@AmazonHelp Okay....what information do you need to be able to help then???,8530,487.01666666666665,False,False,KEEP,Okay....what information do you need to be able to help then???
8532,8527,117498,2017-11-01 09:01:24+00:00,@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk,8530,493.4,True,False,KEEP,The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk
