priority,priority_reason,candidate_id,model_intent_id,model_intent_name,model_confidence,routing_expectation,ambiguity,ood,taxonomy_verdict,needs_second_opinion,human_review_status,human_decision,human_notes
4,needs second opinion,GC-032,delivery_tracking,Package / parcel whereabouts (tracking says X but status unclear),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-035,refund_request,Refund / compensation request and refund status,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-036,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-041,resolution_pending,"Awaiting resolution outcome / case progress (investigation, complaint, case)",LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-044,waiting_status,Waiting for a response / asking to be answered promptly,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-045,cs_team_no_response,Team not responding / still no reply after contacting support,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-048,delivery_carrier,Carrier identification or carrier-specific issue,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-052,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-053,package_damaged,Item arrived damaged / poor packaging,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-054,delivery_tracking,Package / parcel whereabouts (tracking says X but status unclear),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-055,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-056,seller_issue,Third-party seller fulfilment / feedback / communication issues,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-057,delivery_driver,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-058,contact_channel,How to reach support (phone number / chat option / email),LOW,clarify,false,false,fits,yes,pending,,
4,needs second opinion,GC-065,cs_team_no_response,Team not responding / still no reply after contacting support,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-067,detail_provided,Already provided the requested details (DM / form / email / screenshots),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-069,refund_request,Refund / compensation request and refund status,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-073,ack_willdo,Conversation closure: commitment to follow the suggested action,LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-074,gift_delivery,Gift delivery around Christmas (DE/FR comments on timing/damage),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-075,product_defect,Defective / broken / failing product (incl. warranty),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-077,waiting_status,Waiting for a response / asking to be answered promptly,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-078,link_issue,"Ticket / contact form limitations (closed, no reply option)",LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-081,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-089,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-090,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-091,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-092,delivery_delay,Delivery failing around Diwali / festivals (India),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-093,detail_provided,Already provided the requested details (DM / form / email / screenshots),MEDIUM,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-094,kindle_app,"Kindle app issues (crashes, sync, content access)",LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-097,resolution_pending,"Awaiting resolution outcome / case progress (investigation, complaint, case)",LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-102,status_update_request,Asking support to check / verify current status,MEDIUM,clarify,false,false,fits,yes,pending,,
4,needs second opinion,GC-103,cs_team_no_response,Team not responding / still no reply after contacting support,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-106,gift_delivery,Gift delivery around Christmas (DE/FR comments on timing/damage),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-110,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-112,prime_video,Prime Video: streaming / catalogue / subtitles / regional availability,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-113,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-114,complaint_service_quality,Regional (ES/FR) delivery & support quality complaints,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-115,template_time,Conversation closure: short time/date answers,LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-117,detail_provided,Already provided the requested details (DM / form / email / screenshots),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-122,detail_provided,Already provided the requested details (DM / form / email / screenshots),MEDIUM,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-123,order_status,Order status / where is my order (order number supplied),LOW,escalate,false,false,fits,yes,already_verified,order_status_/_order_issue,
4,needs second opinion,GC-129,region_mismatch,Region / marketplace mismatch (UK / US / DE link or availability),LOW,clarify,false,false,fits,yes,pending,,
4,needs second opinion,GC-135,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-141,ack_willdo,Conversation closure: commitment to follow the suggested action,LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-143,detail_provided,Already provided the requested details (DM / form / email / screenshots),MEDIUM,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-145,cs_team_no_response,Team not responding / still no reply after contacting support,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-149,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-150,refund_request,Refund / compensation request and refund status,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-157,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-163,detail_provided,Already provided the requested details (DM / form / email / screenshots),MEDIUM,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-165,negative_frustration,Frustration / anger with little or no actionable request,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-169,detail_provided,Already provided the requested details (DM / form / email / screenshots),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-172,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-176,device_issue,Device or app not working (generic troubleshooting),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-178,delivery_date_change,Delivery date changed repeatedly,LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-179,detail_provided,Already provided the requested details (DM / form / email / screenshots),MEDIUM,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-180,template_neg,Conversation closure: short negation answers (no / not yet / doesn't say),LOW,auto_ok,false,false,fits,yes,pending,,
4,needs second opinion,GC-184,shipping_speed,Paid-for / Prime delivery speed not honoured (one/two-day/same-day),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-186,delivery_driver,Delivery driver behaviour complaint (threw package / did not knock / lied / no contact),LOW,escalate,false,false,fits,yes,pending,,
4,needs second opinion,GC-194,waiting_status,Waiting for a response / asking to be answered promptly,LOW,escalate,false,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-012,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,already_verified,counterfeit_product_complaint,
5,taxonomy/ambiguity attention: ambiguity=true,GC-016,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-023,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,already_verified,ack_thanks,
5,taxonomy/ambiguity attention: ambiguity=true,GC-024,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-027,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-028,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-038,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-039,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-042,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-046,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-047,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-049,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-061,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-063,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-064,delivery_urgency,Urgent need for delivery today / as a gift,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-066,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-068,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-070,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,already_verified,complaint_service_quality,
5,taxonomy/ambiguity attention: ambiguity=true,GC-071,ack_willdo,Conversation closure: commitment to follow the suggested action,LOW,escalate,true,false,fits,yes,already_verified,ack_willdo,
5,taxonomy/ambiguity attention: ambiguity=true,GC-076,delivery_carrier,Carrier identification or carrier-specific issue,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-083,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-085,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-088,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-101,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-108,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-109,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-111,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-118,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-120,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-121,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-124,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-126,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-127,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,already_verified,follow_up_on_support_request,
5,taxonomy/ambiguity attention: ambiguity=true,GC-131,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-134,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-138,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-139,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-140,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-142,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-151,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-152,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-153,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-154,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-156,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-158,ack_done,Conversation closure: reports the requested action is done,LOW,escalate,true,false,fits,yes,pending,,
5,taxonomy/ambiguity attention: ambiguity=true,GC-160,ack_thanks,Conversation closure: thank you / acknowledgement,LOW,escalate,true,false,fits,yes,pending,,
5,"taxonomy/ambiguity attention: ambiguity=true, verdict=ambiguous",GC-161,megacluster_unclear,Large mixed cluster - not one coherent intent (needs sub-splitting),LOW,unsure,true,false,ambiguous,yes,pending,,
5,taxonomy/ambiguity attention: ood=true,GC-162,off_topic_chat,"Social / @-mention chatter (ambiguous, multilingual)",MEDIUM,auto_ok,false,true,ood,no,pending,,
