cluster_id,customer_message_id,conversation_id,probability,outlier_score,text
21,2464834,2464836,1.0,0.0,"@AmazonHelp So, I did sign in using other methods. But I'd prefer if the temporary code method was available. It's also more secure."
21,219171,219175,1.0,0.0,@AmazonHelp there was no place to put in a code
21,1427908,1427914,1.0,0.0,@AmazonHelp I just did but it doesnt show any code or anyway to redeem the code
21,2551959,2551961,1.0,0.0,@AmazonHelp Tried that and all I get are more useless codes!?!
21,2551953,2551961,1.0,0.0,@AmazonHelp If you want to help then send a code that works! I've got about 10 that don't!
21,2909147,2909148,1.0,0.0,@AmazonHelp Not even if I send you the code you cannot help me !!
22,2238103,2238101,0.9555707907279904,0.0444292092720096,@AmazonHelp I've had it sorted thanks
22,1764566,1764567,1.0,0.0,@AmazonHelp Seems to have been sorted today. Big thanks to Lesley at Customer Services.
22,1704096,1704097,1.0,0.0,"@AmazonHelp Thank you for your reply I managed to ring and get it sorted, thank you again :)"
22,2622579,2622577,0.942338776850794,0.0576612231492059,"@AmazonHelp Already got it sorted, thanks 👏🏻"
22,2902581,2902582,0.9069407822603468,0.0930592177396531,@AmazonHelp No vinay has sorted it. Thanks
22,2902642,2902640,1.0,0.0,"@AmazonHelp Yep done that now. Thanks for quick response, let’s hope I can sort it"
22,714176,714179,0.8003852117599953,0.1996147882400046,"@AmazonHelp Thanks for the help, I got it all sorted out, thank you."
22,2356701,2356703,0.7468570112923827,0.2531429887076173,@AmazonHelp Can I have this sorted out ASAP PLEASE
23,133736,133762,1.0,0.0,"@AmazonHelp Der Mitarbeiter sagt, dass der Artikel zu 100% nicht mehr kommen wird. Top 😂"
23,1201947,1201945,1.0,0.0,"@AmazonHelp Merci. Du coup, pour recevoir le bon article, je dois re-commander ?"
23,949627,949628,1.0,0.0,"@AmazonHelp Si. Estaba en stock las 3 veces. Lo mismo les informé en un tuit anterior. Es un problema con el artículo seguro, pero deben investigarlo."
23,2889187,2889188,1.0,0.0,"@AmazonHelp Danke erstmal für die Antwort bzw. Schnelle Hilfe, aber leider muss ich ab einer bestimmten Stelle: ""Artikel auswählen"". Das Problem ist in meinen Bestellungen ist es nicht mehr drinne.. :/"
23,2320303,2320304,1.0,0.0,"@AmazonHelp nein, da es wohl eher ein grundlegendes Problem ist, dass nicht alle Artikel mit jeder Versandoption ausgewählt werden können. Trotzdem danke für den Hinweis. :)"
23,941414,941415,1.0,0.0,@AmazonHelp Gracias. No quedaba claro que hiciese falta seleccionar el artículo en el pedido de un artículo. Esta vez lo miré con más cuidado.
23,529154,529156,1.0,0.0,@AmazonHelp Ça ne semble pas me proposer un échange... Mais simplement de retourner l'article puis de recommander...
23,2616359,2616354,1.0,0.0,@AmazonHelp Merci ! Je vais voir ça. Mais je suppose qu'on me répondra que l'article a bien été expédie et que le problème de retard (ou de disparition...) relève exclusivement de la Poste...
24,912554,912555,1.0,0.0,@AmazonHelp Online steht DHL. Habe heute morgen 1 anderes dhl paket schon erhalten. In der Sendungsverfolg. steht nur das. :/ https://t.co/xSyjy0HHgP
24,2552247,2552241,1.0,0.0,"@AmazonHelp Nach 4 Tagen noch keine Antwort, obwohl Link ausgefüllt. Langt doch wenn DHL unfähig ist Zuzustellen am Abend oder Anliegen intern weiterzuleiten an Fachabteilung zur Klärung. 🙄"
24,397432,397433,1.0,0.0,@AmazonHelp Lt. DHL- Sendungsverfolgung ist das Zeug nämlich schon ausgeliefert seit Stunden. https://t.co/m8TnGNOuid
24,814372,814377,1.0,0.0,"@AmazonHelp Danke, die haben schon geprüft. Schlechte Textbausteine, die behaupten, dass DHL ein Paket ausliefert, das sie noch nicht mal haben."
24,2588685,2588687,1.0,0.0,@AmazonHelp seh grad die meldung: DHL konnte die adresse nicht finden...is ja nur deren eigene packstation 🙄
24,2841917,2841915,1.0,0.0,@AmazonHelp Dort wo alle DHL Packstationen nicht wählbar sind? (Warum?) https://t.co/uqQzcgToij
24,73426,73427,1.0,0.0,"@AmazonHelp What a bummer :( it’s not just this order, DHL is like a synonym for issues (at least on delivery’s to my address)."
24,2621062,2621068,1.0,0.0,"@AmazonHelp Acabo de hablar con DHL y me dice que la guía se generó el 10 de noviembre, pero que aún no les entregan el paquete ustedes a la gente de DHL. https://t.co/0CwfBrjRqm"
25,1441391,1441392,0.585835917404525,0.414164082595475,@AmazonHelp Danke! Dir noch einen schönen Tag.👍😉
25,736518,736507,0.7660820713579999,0.2339179286420001,"@AmazonHelp D'accord merci à vous, bonne fin de journée"
25,479326,479328,1.0,0.0,"@AmazonHelp Sweet, will do. I appreciate the quick replies, hope you all have a good day."
25,109988,109989,0.9168903819809966,0.0831096180190033,"@AmazonHelp Oh My bad, yeah got it. Thanks and Sorry !!! Have a nice day :D !!!"
25,685651,685655,0.7913821644064423,0.2086178355935577,@AmazonHelp En vous remerciant de vos réponses. Passez une très bonne journée.
25,2111012,2111015,1.0,0.0,@AmazonHelp Thanks! will do. have a great day!
25,1402861,1402859,1.0,0.0,@AmazonHelp thanks! I'll bookmark this. Have a great rest of your day. ☺
25,2770732,2770733,0.8058807174396209,0.1941192825603791,"@AmazonHelp Thanks you mate have a nice day, they replied me see ya!!!"
26,69913,69933,0.5438877499343494,0.4561122500656506,@AmazonHelp No update till now! :(
26,521656,521652,0.4541385214738619,0.5458614785261381,@AmazonHelp Yes. It says need to update.
26,126109,126115,0.4541385214738619,0.5458614785261381,@AmazonHelp Still no update from your end!
26,995457,927512,0.434781688309021,0.565218311690979,@AmazonHelp I have updated it
26,1610876,1172677,0.5795696602218882,0.4204303397781118,@AmazonHelp I have already filled the details and what I am looking for an update. Please check your Systems before replying. THE PEAK OF FRUSTRATION!!!
26,65633,65655,0.5247530281044727,0.4752469718955273,@AmazonHelp What's the update
26,523443,523444,0.3936845110734341,0.606315488926566,"@AmazonHelp It has to be flash briefing. Covers news from #TOI, Business updates from #ET and #Bloomberg , Tech news #gadgets360 , Cricket from #espncrickinfo - I get all the updates before I wrap up my breakfast :)"
26,1735292,1735288,0.5297433726838329,0.4702566273161671,@AmazonHelp Any update??
27,1014813,1014814,1.0,0.0,@AmazonHelp The reviews did not violate guidelines as far as s I know - can they be retrieved please
27,2511447,2511448,1.0,0.0,@AmazonHelp I checked your guidelines.. My review meets ALL the guidelines... so why is not posted? Your credibility is falling
27,837480,837488,1.0,0.0,@AmazonHelp And I challenge you to show me what in that review doesn't meet your guidelines
27,2019827,2019828,1.0,0.0,@AmazonHelp @115821 have you read the review comments? Tell which part doesn’t meet guidelines ?
27,226416,226418,1.0,0.0,@AmazonHelp Hi. already seen this. Have also read conditions of use but no help. Does NOT say y my review is deleted. Which conditions have i violated?
27,1223247,1223263,1.0,0.0,"@AmazonHelp This is just 2 reviews? I have had every single review removed? I don't understand why? I followed your guidelines, u approved it? ?"
27,2870729,2870730,1.0,0.0,@AmazonHelp You really dont me submitting a review.
27,893329,893330,1.0,0.0,"@AmazonHelp ""previous review of this product did not comply with our Customer Reviews Guidelines."" Reading through guidelines I don't see any violations"
28,281693,281682,1.0,0.0,@AmazonHelp Hey I've got another issue with yet another Chinese seller/store. They are saying they attempted to deliver my package don't there's no.....
28,1522569,1522566,1.0,0.0,@AmazonHelp The item options and instructions are not clear and half in Chinese. Some items you can't change from Chinese US. Not a full English.
28,415111,415109,1.0,0.0,@AmazonHelp It's says China post
28,2938368,2938366,1.0,0.0,"@AmazonHelp Yes, I've just done that and awaiting a reply within 48hrs. However if I'm to return them will i have to pay for the postage to China!?"
28,2597096,128093,1.0,0.0,@AmazonHelp Para ayudar? Me gan estado mandando correos hasta en chino! Pero no resuelven nada...
28,2627615,2627613,1.0,0.0,@AmazonHelp Es un proveedor de China
28,734141,734136,1.0,0.0,"@AmazonHelp Comme vous le savez, la Chine livre en Corse. Merci de votre compréhension."
28,1567499,1567500,1.0,0.0,"@AmazonHelp Los he buscado pero no me he podido contactar con el transportista, es de china post :/"
29,29572,29573,0.81711795243403,0.1828820475659701,@AmazonHelp Horrible response form your team still unable to solve the Issue....can someone call me on +91 9096377143...
29,2555155,685768,0.9469920605684204,0.0530079394315795,@AmazonHelp @283696 Why will we contact them..i have reported to your team..now please contact with the support team and provide the resolution on priority..@283696 @13150 @119356
29,1875535,1875536,0.912485863280658,0.0875141367193419,@AmazonHelp I've contacted your support team everyday 4 d last 3 days &amp; I havn't gt a proper reply since dey tel it'll be delivrd 2moro evry single time
29,246454,246446,0.9129386572734034,0.0870613427265966,"@AmazonHelp No update from your team, worst service"
29,197987,197995,0.9469920605684204,0.0530079394315795,@AmazonHelp @115851 Didn't get any response from your team. Please do it on priority
29,180597,180607,0.9099904564318226,0.0900095435681773,@AmazonHelp I can't see an option to reply... Why can't you go ahead and ask the concerned team to reply... @115851
29,918241,918243,0.9129386572734034,0.0870613427265966,@AmazonHelp I want this to be visible to public. You can check internally that your team has not taken any action!! They are not willing to reply!!
29,419880,419885,0.9469920605684204,0.0530079394315795,@AmazonHelp Have not received any response till now from your busy team...@115850 @115850
30,840901,840904,0.5759217916294038,0.4240782083705962,@AmazonHelp can you please check with resolution team what was gone wrong and how many times #disgusting to share info again &amp; again
30,124784,124782,0.5031088623480018,0.4968911376519981,@AmazonHelp What was the resolution? @115851 shame on you
30,1312530,1312522,0.5478658316645016,0.4521341683354984,@AmazonHelp Don't tell me about future No bdy knws i want 2 have resolution now can you ensure recvry of my loss if you can't then u better shut it up
30,179374,179401,0.6692516397149375,0.3307483602850624,@AmazonHelp Hye @115850 what are you doing? Another time period for resolution has been passed away now tell what did i do? And u also
