sample_id,corpus_row,script,lenbin,customer_message_id,conversation_id,created_dt,text
C7-037,20042,latin_plain,short,438746,438747,2017-10-10 19:05:31+00:00,@AmazonHelp shipped directly by amazon.
C7-038,20075,latin_plain,long,438850,282739,2017-10-18 13:24:51+00:00,"@AmazonHelp No Your Honor, how a mortal can dare to be upset with a Mighty Kingdom Amazon. I am your poor people, seeking your kindness for refund of my money, if it pleases the Kingdom. Trust your Holiness will not punish me further. @4030 @118702 @4167 @4110 @4168"
C7-039,20172,latin_plain,mid,439704,348045,2017-10-11 14:21:27+00:00,@AmazonHelp Is amazon people r illiterate ??? I said my account is locked then how i can enter in this link.. plz tell MM.. m really fade up
C7-040,20789,latin_plain,short,448287,448292,2017-11-30 20:21:02+00:00,"@AmazonHelp De nada, Vendido por Amazon EU S.a.r.L.."
C7-041,21370,latin_plain,short,462527,462528,2017-12-01 02:56:38+00:00,@AmazonHelp Amazon log
C7-042,21848,latin_plain,long,472429,472424,2017-12-01 17:55:08+00:00,"@AmazonHelp @115850 plz announce #lgq6appquiz and #AmazonRechargesQuiz first, then conduct #SuperValueDayQuiz simply conducting contest without announcing the winners is really bad."
C7-043,22246,latin_plain,short,479386,479388,2017-12-01 12:48:09+00:00,@AmazonHelp The link takes me to Amazon India! I have an American account
C7-044,22867,latin_plain,long,493262,493241,2017-12-02 18:35:28+00:00,@AmazonHelp What if the product was marked delivers on purpose just to steal customer private information such as Adhar Card? @AmazonHelp @115821 @115850 @115830 @132994 @139570 @15316
C7-045,23245,latin_plain,long,500852,500870,2017-11-15 15:18:35+00:00,@AmazonHelp That was the first thing I did but they have said I need to take it up with Amazon. You know you don't have to continue charging me. I don't make people pay for things they don't want so why are you? It is dispicable
C7-046,23296,latin_plain,mid,503376,503374,2017-12-01 20:50:07+00:00,@AmazonHelp Royal Mail says it is ou for delivery but my Amazon account said it should have been here by 8pm and now won't be here till the 5th. I need this order tomorrow.
C7-047,24138,latin_plain,mid,526573,526570,2017-12-03 10:47:01+00:00,@AmazonHelp @241858 Can't you reply him for contacting him? And as per my understanding with social media we can connect with anyone including @115850 @115821 @AmazonHelp
C7-048,24523,latin_plain,long,533298,533299,2017-12-02 11:19:59+00:00,"@AmazonHelp @AmazonHelp @115851 @117634 So old this tweet is, i see no point of replying bcoz whenever i talk 2customer care all is what i listen is that u must contact @115830 (from where it has been gifted to me) whereas i live in India.so can i get a respectful reply for this?"
C7-049,24579,latin_plain,short,534252,534253,2017-12-02 11:53:22+00:00,@AmazonHelp i’m on the Amazon app...
C7-050,24737,latin_plain,mid,537442,537444,2017-12-02 13:52:21+00:00,@AmazonHelp It was for 1 December as I’m a Prime member. It also shown this on the order on the Amazon app too.
C7-051,25328,latin_acc,mid,554610,554611,2017-12-02 20:28:16+00:00,@AmazonHelp ¡Hola! Gracias por responder. Estoy en la web de Amazon.es y he reservado el producto. https://t.co/LssUeRXzFU
C7-052,25390,latin_acc,mid,557070,557071,2017-12-02 21:17:18+00:00,@AmazonHelp Saben hasta cuándo estará disponible. En una tienda de Amazon me vendieron un Echo Plus garantizándome que servía Alexa en México
C7-053,25848,latin_plain,long,574530,574507,2017-12-03 17:53:27+00:00,"@AmazonHelp Well it took about 90 minutes and 4 different reps to handle this, but my return/reship appears to be resolved. Why is this so difficult now? Amazon used to be great to deal with, are these like offshore reps who struggle with the language? I really dread dealing with CS now!"
C7-054,25982,latin_plain,long,577727,577728,2017-12-03 10:10:02+00:00,@AmazonHelp Yes and I've been on the phone with Amazon logistics for hours. HOURS. And no one can give me answers. I just want the things I purchased. This is so ridiculous I am so tired of talking to Amazon logistics more than I talk to the person I live with. Wish I was joking
C7-055,26077,latin_plain,mid,579870,579871,2017-12-03 11:18:39+00:00,@AmazonHelp My brother bought me a phone case on him prime account it was 10.99.. now over a month later I have a amazon prime charge on my credit card....
C7-056,26130,latin_acc,short,581169,545771,2017-12-03 12:29:05+00:00,@AmazonHelp J'ai tout fait comme recommandé. J'ai un compte Amazon.fr
C7-057,26454,latin_plain,mid,592087,592090,2017-12-03 17:47:46+00:00,"@AmazonHelp I’ve never had to select that before, everything else I ever ordered from amazon has arrived in Amazon boxes. I’m absolutely gutted this has happened"
C7-058,27212,latin_plain,long,619088,619114,2017-11-22 14:22:42+00:00,@AmazonHelp Please check ur records amazon acctn details are already shared thru dis link earlier. Stop this nuatanki of being concerned. Answer what is my acctn no and the bank name which u claim the amt has been transferred since u have it in ur records
C7-059,27221,latin_plain,mid,619107,619114,2017-11-11 08:51:59+00:00,@AmazonHelp Wonder wat check is being done by ur team.. most disgusting hw grievances r handled..It’s not the amt it’s ethics. Amazon quick in comiting
C7-060,28142,latin_acc,mid,650136,650137,2017-11-25 11:44:23+00:00,"@AmazonHelp Hätte Amazon Samstag angezeigt, hätte ich es nach Hause liefern lassen statt ins Büro. Keine Ahnung wieso überhaupt bei den Artikeln Dienstag stand und nicht Samstag."
C7-061,28348,latin_plain,mid,657878,657872,2017-11-23 09:22:51+00:00,"@AmazonHelp I need to speak to someone AT amazon logistics, not a call centre (your call centre people can only tell me information that is already on your app)."
C7-062,28574,latin_plain,mid,665198,665205,2017-10-13 17:54:58+00:00,@AmazonHelp How long team will back to me it almost a month dear @AmazonHelp fraud company I will take legal action against you all regrading this
C7-063,29058,latin_plain,mid,675942,675945,2017-10-05 17:11:24+00:00,@AmazonHelp @AmazonHelp @115851 Why has nobody replied yet? I filled out the form on Sep 29th and was told I will get a response in 12hr
C7-064,29345,latin_plain,mid,683844,683845,2017-11-23 13:06:24+00:00,@AmazonHelp Darker Than Black anime title is not on Amazon Prime India anymore. So as Fullmetal Alchemist
C7-065,29541,latin_plain,mid,693820,5159,2017-11-23 15:27:23+00:00,@AmazonHelp Thanks to reply.i definitely try to purchase op5T on Amazon India.In box any protection case is present.
C7-066,29594,latin_plain,long,694441,694442,2017-11-23 15:24:03+00:00,@AmazonHelp At this point it tells me sometime this weekend the 23rd through the 25th...and we all know it isn't coming today #HappyThanksgiving2017 You can't strive to hard this has happened twice in one week. #primesucks #holidayshopping #Amazon
C7-067,29773,latin_plain,long,702953,702951,2017-11-23 18:13:50+00:00,@AmazonHelp Please look into the order correctly before giving this generic reply. Look at the screenshot. I ordered the product which is MRP 699 &amp; available for 499/- on #Amazon. What I rcvd is 299/- that is available for 239/-. Inform seller to send right product. https://t.co/XL3IFZLntZ
C7-068,30620,latin_acc,mid,734139,734136,2017-10-11 21:44:24+00:00,@AmazonHelp Pardon? Vous me macagnez là? Ce sont 2 articles différents et 2 vendeurs différents. Expédié par #Amazon?
C7-069,30887,latin_plain,mid,740379,740380,2017-10-11 14:53:02+00:00,@AmazonHelp I know. That’s y I am uninstalling Amazon app. You fooled me twice. I won’t forget that.
C7-070,31066,latin_plain,short,744198,744200,2017-10-11 15:58:32+00:00,"@AmazonHelp Thank you, it's Amazon Logistics"
C7-071,32165,latin_plain,mid,780794,780795,2017-10-12 06:47:19+00:00,@AmazonHelp No reason given. Amazon logistics. One has been Yodel. Its frustrating if the items prime eligible for next day &amp; it doesnt arrive.
C7-072,32508,latin_plain,mid,787161,787158,2017-10-12 10:38:20+00:00,@AmazonHelp D number shared is tracking id. Pls note if i wanted slow i would have written through amazon. But theres no way to reach u guys
C7-073,32567,latin_plain,short,787657,787653,2017-10-13 07:43:14+00:00,@AmazonHelp El pedido no sale en el listado sólo puedo verlo en Amazon Prime
C7-074,32903,latin_plain,mid,793942,793935,2017-10-18 06:50:10+00:00,"@AmazonHelp Sir nowhere on website it was mentioned that it was Diwali sale Amazon website was showing ""Dhanteras Special"" No ""Diwali Special"" banner"
C7-075,33083,latin_acc,long,799610,799613,2017-11-21 09:14:04+00:00,"@AmazonHelp Bonjour, 2 fois 9,99$ le 13 octobre et le 13 novembre 2017. Les réponses : 1 suite à mon appel, Amazon ma dit que ce n'est pas possible car Amazon ne facture pas en $, 2 suite à mail, Amazon me dit de contacter zapos, 3 suit à message Tweeter, contacter https://t.co/VuyTMy9EqT"
C7-076,33599,latin_acc,mid,814298,814302,2017-10-20 17:41:24+00:00,"@AmazonHelp Que contactara con el fabricante y qué amazon solo puede realizar el reembolso del producto que compre, desentendiendose de los daños"
C7-077,34081,latin_plain,mid,832705,832695,2017-10-13 19:53:11+00:00,"@AmazonHelp I need to purchase a product from Amazon, but due to this issue unable to process hope u people can understand my concern."
C7-078,34240,latin_plain,mid,835477,835478,2017-10-13 08:46:29+00:00,@AmazonHelp I had opted for a no cost emi to buy a phone recently. And then I’m told there was a glitch and interest amt wld be refunded as amazon pay
C7-079,34586,latin_plain,mid,841757,841730,2017-10-14 08:57:27+00:00,@AmazonHelp gully gully me shor hai amazon chor h..writing to u was of no use..u replied the sameway ur CS does..Monday I wil b goin to consumer court..
C7-080,34817,latin_plain,short,845286,845280,2017-10-13 19:44:49+00:00,@AmazonHelp Also received about 20 emails from Amazon France
C7-081,35247,latin_plain,mid,857893,857894,2017-10-20 16:51:49+00:00,"@AmazonHelp It's a good album, @amazonhelp. have you heard it? you should order one from yourself, or listen on @116935 like me."
C7-082,35316,latin_plain,short,861223,861246,2017-10-25 16:52:05+00:00,@AmazonHelp All rabby send not good company Amazon
C7-083,35898,latin_plain,mid,878769,878774,2017-10-20 19:25:52+00:00,"@AmazonHelp shall i contact to media, for looting the common people of india. Amazon india is fraud company. @120320 @120319"
C7-084,37197,latin_plain,mid,921481,921482,2017-10-21 20:26:16+00:00,@AmazonHelp Thankfully all fixed! Hermes had put Amazon sticker w/my addrs. over another persons addrs. Just hope she gets her order now!
C7-085,37428,latin_plain,mid,929195,929196,2017-10-21 15:28:16+00:00,@AmazonHelp So what. Its my details let everyone see how #Amazon is looting people on the name of #prime membaship #pmoindia #TimesNow #aajtak
C7-086,37865,latin_plain,mid,941352,941358,2017-10-21 15:55:21+00:00,"@AmazonHelp The micro SD card was shipped by Amazon, they just told me they can't replace them because right now only 3rd party sellers have them"
C7-087,38300,latin_plain,mid,957592,957588,2017-10-23 18:58:14+00:00,@AmazonHelp Manufacturer is AmazonBasics. Product - AmazonBasics 4.0 Amp Dual USB Car Charger. Pls suggest whom to contact since it is Amazon product
C7-088,38424,latin_plain,mid,963201,963202,2017-10-21 23:10:34+00:00,@AmazonHelp I was supposed to receive a refund on an amazon gift card and somehow it’s going back to my debit card which takes too long.
C7-089,39449,latin_plain,mid,982527,982530,2017-10-15 11:15:57+00:00,"@AmazonHelp I got my product delivered. One of the fastest customer resolution. Hats off .Kudos "" AMAZING AMAZON "" truly deserve to best . happy diwali"
C7-090,39766,latin_plain,short,989502,989503,2017-10-14 11:50:02+00:00,@AmazonHelp I booked the IFB detergent from Amazon India. Thanks
C7-091,40438,latin_plain,short,1010389,1010394,2017-10-14 15:45:11+00:00,@AmazonHelp no purchase again from Amazon 👎🏻
C7-092,40865,latin_plain,short,1026076,986155,2017-10-14 17:26:27+00:00,@AmazonHelp Cutiya company he Amazon Not good answer Call kar baiyla
C7-093,41333,latin_plain,short,1041831,1041833,2017-11-21 00:26:28+00:00,@AmazonHelp Nevermind I got the package thanks amazon 😊
C7-094,41542,latin_plain,short,1046077,1046081,2017-10-23 12:03:53+00:00,@AmazonHelp No help from amazon so far.
C7-095,41687,latin_plain,mid,1050669,1050681,2017-05-23 09:45:46+00:00,@AmazonHelp Yesterday I had interacted with Amazon USA regarding the same product &amp; they said it won't work in india. I have a doubt. Pls check again
C7-096,42152,latin_plain,mid,1070048,1070043,2017-10-27 12:51:39+00:00,@AmazonHelp I was promised...But again issue with same order..Raised complaint 9560...Really frustrating by @AmazonHelp #dontgowithamazon
C7-097,42548,latin_plain,mid,1083829,1083833,2017-10-23 18:43:29+00:00,"@AmazonHelp Its an absolute satisfying customer care , I hv ever experienced . amazed . kudos @AmazonHelp"
C7-098,42765,latin_plain,mid,1094246,1094252,2017-10-13 20:52:56+00:00,"@AmazonHelp @378265 Au CM d'Amazon Help : remonte le fil, andouille. Tu comprendras pourquoi il refuse de commander."
C7-099,42993,latin_plain,mid,1099764,1099768,2017-10-16 09:38:26+00:00,@AmazonHelp One of the worst services #amazon.in cancelled my order due to delivery. Will let others not to shop in #amazon.in
C7-100,43302,latin_plain,long,1108229,1108234,2017-11-09 04:34:26+00:00,@AmazonHelp @381550 Hello Order ID of amazon #403-8700807-6082752 BlueDart shippment No Tracking # 69989366860 Please add the place city also VIJAINAGAR that was not written there PIN CODE 305624 was coreectly mentioned please do that fast
C7-101,43569,latin_plain,short,1116243,1116244,2017-10-15 12:53:38+00:00,@AmazonHelp And giving thx to Amazon.. One of the best shopping app..
C7-102,44189,latin_plain,mid,1130442,1130446,2017-10-15 14:46:36+00:00,@AmazonHelp I guess she was doing that. After 40 minutes I ended the chat. Not wasting more time with Amazon Fresh. Disaster of a service.
C7-103,44355,latin_plain,short,1135040,1135041,2017-11-03 17:41:05+00:00,@AmazonHelp It’s not even on the ‘shipping soon’ bit yet @AmazonHelp
C7-104,44955,latin_plain,short,1152541,1152552,2017-10-24 17:44:19+00:00,@AmazonHelp Preferably at Amazon EU s.a.r.l
C7-105,45358,latin_acc,mid,1168809,1168802,2017-10-25 03:38:16+00:00,@AmazonHelp Cela ne m'a pas l'air d'être un incident isolé au vu des autres commentaires clients sur Twitter #amazonprime
C7-106,46453,latin_plain,mid,1209871,1208734,2017-10-25 12:14:38+00:00,"@AmazonHelp @AmazonHelp, I am not here for pricing policies. I am here for gyp done by @115850 .For more look into my order-id n related complaints."
C7-107,47004,latin_acc,mid,1223584,1223589,2017-11-16 14:48:51+00:00,"@AmazonHelp Por Amazon, he tenido un problema con el pago, lo he solucionado y de mañana día 17 que me llegaba ahora me pone el día 21."
C7-108,47409,latin_plain,short,1237578,1237581,2017-10-26 02:19:48+00:00,@AmazonHelp Amazon EE UU. Gracias!
C7-109,47642,latin_plain,short,1243800,1243798,2017-10-25 23:52:37+00:00,@AmazonHelp Amazon Logistics (AMZL_US)
C7-110,49000,latin_acc,mid,1278117,1278118,2017-10-26 17:28:40+00:00,"@AmazonHelp Bestellung sollte am Dienstag kommen, Lief. u Vers. durch Amazon. Händler aus Ch und UK. Jetzt kommt die Ware aus Ch und UK. Irgendwann. 😡"
C7-111,49178,latin_plain,mid,1281421,1281419,2017-10-26 17:34:21+00:00,"@AmazonHelp It's been 4 days over and amazon denying to take ""poor phone"" back. This happens as I was busy with Diwali programme."
C7-112,50628,latin_plain,short,1326985,1326986,2017-11-19 19:35:41+00:00,@AmazonHelp It was a amazon prime FunKo product
C7-113,50939,latin_plain,mid,1336187,1336197,2017-10-27 17:32:53+00:00,@AmazonHelp It is already 18 days how can you again ask me to wait more. @AmazonHelp you should Initiate my refund.
C7-114,52528,latin_plain,mid,1383460,1383461,2017-10-28 09:31:01+00:00,"@AmazonHelp 3-5 working days. Thing is, Amazon used to be quick &amp; reliable, now lots of others do free del quicker with no min spend. What happened?"
C7-115,52556,latin_plain,mid,1383883,1383885,2017-10-28 07:49:03+00:00,@AmazonHelp I don't even know. Yes my email said Amazon Prime. How do we get this resolved
C7-116,53470,latin_plain,mid,1408091,1408077,2017-10-29 17:25:46+00:00,@AmazonHelp It's been 8 hours that I filled the form but didn't hear anything from Amazon.
C7-117,54340,latin_plain,mid,1432395,1432402,2017-11-02 13:05:21+00:00,"@AmazonHelp Through Amazon. When I ordered the item it said it was in stock, it currently says free prime shipping in 2-4 weeks."
C7-118,54348,latin_plain,mid,1433082,1384475,2017-10-19 11:17:07+00:00,@AmazonHelp Soon could be infinite. @115851 is this how #AmazonGreatIndianFestival bounces back on a delayed package? I am weary of buying nxt tym!
C7-119,54351,latin_plain,mid,1433087,1433094,2017-10-20 08:39:52+00:00,"@AmazonHelp Your customer support is not helping. All the more, the Facebook page on Amazon is Blackmailing me by saying they'll hide my post."
C7-120,54447,latin_plain,mid,1435745,1435743,2017-11-02 20:06:47+00:00,@AmazonHelp It was offered by another company thru Amazon. It was reduced but I pay shipping. Now it costs ten times as much but with Amazon Prime now.
C7-121,54806,latin_acc,short,1447195,1447193,2017-11-02 16:31:00+00:00,@AmazonHelp en Amazon España
C7-122,54874,latin_plain,short,1449073,1449071,2017-10-17 02:02:41+00:00,@AmazonHelp Thanks amazon
C7-123,55414,latin_acc,short,1468485,1468486,2017-10-16 20:44:15+00:00,@AmazonHelp Amazon logistics selon mon espace client... ça craint xD
C7-124,55440,latin_plain,short,1469956,1469957,2017-11-03 00:42:56+00:00,@AmazonHelp @461178 Why aren't you streaming the NFL game? Amazon sucks!
C7-125,56165,latin_plain,mid,1491894,1491892,2017-11-03 10:32:47+00:00,"@AmazonHelp It feels like Amazon is buying out the world, partnering w/ USPS to save $ (can’t handle volume) &amp; asking us to pay for a false promise."
C7-126,56831,latin_plain,mid,1508670,1508665,2017-11-03 14:04:07+00:00,"@AmazonHelp Why, lets people know Amazon is no cheating with people while refunding money"
C7-127,57141,latin_plain,mid,1519844,1519845,2017-11-03 16:59:32+00:00,@AmazonHelp I did have free trial but amazon canceled it. I did not change my card details
C7-128,57189,latin_plain,mid,1521750,1521752,2017-10-17 01:03:12+00:00,@AmazonHelp I'm on the phone with customer service but my last few orders have been the biggest pain because of #AmazonLogistics. Once they even left
C7-129,58187,latin_plain,long,1561504,1561505,2017-11-04 16:22:08+00:00,"@AmazonHelp Still not here and no reply from you, the whole point of pre ordering is to guarantee getting the product on release, should have just bought it in Asda, tell me why I should ever use amazon again???"
C7-130,58198,latin_plain,mid,1561930,1561931,2017-11-04 09:59:15+00:00,@AmazonHelp Thanks for the revert. I was asking whether the details of purchases from Amazon India can be revealed to Incone Tax Department of India.
C7-131,58778,latin_plain,mid,1575629,1575630,2017-11-26 03:26:34+00:00,@AmazonHelp Thank you! That link asks me to login but it has nothing to do with our Amazon account. It has to do with the sender’s account.
C7-132,58863,latin_plain,mid,1578277,1578281,2017-11-04 18:50:10+00:00,@AmazonHelp Contacted cust service 3 times to report pages &amp; pages of counterfeit Kylie Cosmetics. Products still on site. Losing confidence in #amazon
C7-133,59269,latin_plain,short,1592880,1592884,2017-11-05 01:32:21+00:00,@AmazonHelp I plan on calling tomorrow. I'm a longtime Amazon customer.
C7-134,60735,latin_plain,mid,1652466,1652469,2017-11-06 07:00:07+00:00,"@AmazonHelp I am a regular Amazonian, I request your kind attention and quick resolution. I shall feel grateful."
C7-135,60837,latin_plain,mid,1658931,1658932,2017-10-17 15:06:36+00:00,@AmazonHelp Have reported to Amazon Support but they were unable to find solution. Can you check if bin series is indeed treated as international/ VCC?
C7-136,61320,latin_acc,mid,1672611,1672612,2017-11-06 08:32:54+00:00,@AmazonHelp Soy de México y ya me sale hasta el 4 episodio saludos y gracias por la respuesta.
C7-137,62602,latin_plain,mid,1721001,1721002,2017-11-07 11:26:49+00:00,@AmazonHelp 2/2 specific event but now its not possible anymore.had always relied on amazon. now i cant be so confident.3 incorrect shipments in a row.
C7-138,62901,latin_plain,short,1728619,1728621,2017-11-07 10:21:33+00:00,@AmazonHelp Jeff Bezos that son of a thief is looting us !
C7-139,63161,latin_plain,mid,1734562,1734563,2017-11-07 13:46:21+00:00,@AmazonHelp What if it's Amazon logistics? I am hoping to have a weather protected spot that is not in the standard list
C7-140,63222,latin_acc,mid,1735262,1735260,2017-11-07 15:32:33+00:00,@AmazonHelp Grazie per il consiglio ma ci rinuncio. Mi spiace perché funzionava bene Amazon. Ora non più. Almeno dalle mie parti. Peccato
C7-141,63927,latin_acc,short,1755313,1755314,2017-11-07 19:40:45+00:00,@AmazonHelp Todo a través de Amazon
C7-142,64507,latin_plain,short,1774787,1774541,2017-11-08 04:55:21+00:00,@AmazonHelp Amazon logistics
C7-143,64724,latin_plain,mid,1791709,1791710,2017-10-18 01:14:31+00:00,@AmazonHelp Only that every time I preorder a game from Amazon it never shows up on time.
C7-144,64937,latin_plain,mid,1824793,1824787,2017-10-18 06:32:00+00:00,"@AmazonHelp I had word with Amazon delivery boy but he disconnected my call by saying ""Delivery address is not in my default list"
C7-145,65010,latin_plain,mid,1829405,1829407,2017-10-29 00:50:16+00:00,@AmazonHelp Its a prime now order with various grocery items... so yes... It showed them on the way here then just cancelled
C7-146,65367,latin_plain,mid,1866887,1866888,2017-10-18 08:46:05+00:00,"@AmazonHelp The carrier is amazon logistics though. Seriously, every other carrier can give a timeslit of an hour at least but amazon you have to wait"
C7-147,65425,latin_plain,mid,1869784,1869785,2017-11-08 17:17:36+00:00,"@AmazonHelp the first one yes, in this second I have the situation of Amazon do not want to recognize the shipping costs..."
C7-148,65621,latin_plain,mid,1886108,1880245,2017-10-19 09:17:13+00:00,@AmazonHelp See amazon in the first tweet itself my email id was mentioned. What else do you need!
C7-149,66377,latin_plain,mid,1959499,1959497,2017-11-28 10:39:44+00:00,@AmazonHelp I know who the seller is. Amazon and him just asked for excuses for selling fake toys and expose children to toxic materials. Unfair.
C7-150,66705,latin_plain,short,2009980,2009981,2017-10-18 19:33:44+00:00,@AmazonHelp Sent from amazon
